timestamp, relative_time, avnn, sdnn, rmssd, pnn50, lf, hf, lfhf
1442412344887, 1776389, 629,67, 15,51, 12,98, 0,00, 0,01, 0,018047, 0,632982
1442412376561, 1808063, 609,15, 13,56, 13,92, 0,00, 0,01, 0,018135, 0,560079
1442412404759, 1836261, 611,81, 14,22, 12,71, 0,00, 0,01, 0,011066, 1,247190
1442412435240, 1866742, 592,19, 13,26, 11,92, 0,00, 0,01, 0,011806, 0,940991
1442412465504, 1897006, 578,68, 20,85, 12,77, 0,00, 0,02, 0,007186, 2,773141
1442412490483, 1921985, 564,60, 17,51, 10,36, 0,00, 0,02, 0,010818, 1,722449
1442412521134, 1952636, 557,15, 14,70, 8,18, 0,00, 0,02, 0,015087, 1,019672
1442412549276, 1980778, 540,07, 13,84, 7,15, 0,00, 0,02, 0,011978, 1,518683
1442412587546, 2019048, 526,73, 10,98, 7,37, 0,00, 0,01, 0,011202, 0,960291
1442412616180, 2047682, 539,44, 14,52, 8,74, 0,00, 0,02, 0,008952, 1,946909
1442412646322, 2077824, 551,23, 22,83, 10,32, 0,00, 0,01, 0,012936, 1,158023
1442412674844, 2106346, 585,80, 23,55, 13,21, 0,00, 0,02, 0,012415, 1,595587
1442412708008, 2139510, 595,18, 21,34, 14,15, 0,00, 0,02, 0,026812, 0,716203
1442412733179, 2164681, 619,90, 35,11, 20,94, 2,50, 0,04, 0,025630, 1,373296
1442412767535, 2199037, 623,03, 29,05, 15,06, 0,00, 0,03, 0,019549, 1,384239
1442412793326, 2224828, 601,32, 22,02, 15,13, 0,00, 0,03, 0,018992, 1,368688
1442412828128, 2259630, 612,98, 20,35, 12,05, 0,00, 0,02, 0,013646, 1,490469
1442412854861, 2286363, 617,07, 13,94, 11,98, 0,00, 0,01, 0,011299, 0,771525
1442412883656, 2315158, 609,92, 20,71, 13,23, 0,00, 0,02, 0,018811, 0,951343
1442412917293, 2348795, 613,39, 22,80, 15,72, 0,00, 0,03, 0,028468, 0,912122
1442412944628, 2376130, 624,45, 26,33, 19,18, 2,33, 0,02, 0,029585, 0,630210
1442412977890, 2409392, 629,72, 27,83, 15,28, 0,00, 0,02, 0,019683, 0,850870
1442413006703, 2438205, 630,17, 20,70, 14,69, 0,00, 0,01, 0,024829, 0,534100
1442413029195, 2460697, 635,40, 26,90, 18,51, 0,00, 0,01, 0,019424, 0,523445
1442413062370, 2493872, 690,74, 46,54, 26,87, 2,22, 0,04, 0,025912, 1,733418
1442413092648, 2524150, 705,35, 51,28, 27,32, 4,76, 0,06, 0,040673, 1,562574
1442413124503, 2556005, 766,00, 61,31, 41,61, 16,67, 0,08, 0,028371, 2,968460
1442413151187, 2582689, 809,09, 60,25, 35,22, 6,06, 0,06, 0,032857, 1,769465
1442413184344, 2615846, 785,30, 46,89, 26,24, 4,76, 0,04, 0,022684, 1,814232
1442413212318, 2643820, 707,76, 64,57, 21,05, 0,00, 0,05, 0,027234, 1,697595
1442413246529, 2678031, 798,98, 70,94, 46,91, 30,23, 0,04, 0,067890, 0,650948
1442413270077, 2701579, 886,35, 71,71, 53,66, 28,00, 0,07, 0,067068, 1,019414
1442413306350, 2737852, 840,30, 112,10, 49,09, 30,23, 0,09, 0,060650, 1,482682
1442413333201, 2764703, 794,09, 77,54, 46,44, 27,27, 0,09, 0,032698, 2,769329
1442413364102, 2795604, 824,59, 83,36, 52,86, 42,86, 0,04, 0,096112, 0,443907
