   n  timestamp       rr   bpm
4858         3770312   732  82
4859         3771045   736  82
4860         3771782   762  79
4861         3772545   852  70
4862         3773398   768  78
4863         3774166   784  77
4864         3774951   771  78
4865         3775723   763  79
4866         3776487   723  83
4867         3777210   778  77
4868         3777989   816  74
4869         3778806   811  74
4870         3779618   846  71
4871         3780465   814  74
4872         3781279   801  75
4873         3782081   788  76
4874         3782870   757  79
4875         3783628   718  84
4876         3784346   720  83
4877         3785067   740  81
4878         3785808   770  78
4879         3786579   839  72
4880         3787419   786  76
4881         3788205   856  70
4882         3789062   902  67
4883         3789965   918  65
4884         3790884   954  63
4885         3791839   891  67
4886         3792731   805  75
4887         3793537   888  68
4888         3794426   925  65
4889         3795352   880  68
4890         3796232   849  71
4891         3797082   917  65
4892         3798000   896  67
4893         3798897   836  72
4894         3799734   909  66
4895         3800644   839  72
4896         3801484   783  77
4897         3802267   901  67
4898         3803169   912  66
4899         3804082   840  71
4900         3804923   788  76
4901         3805712   739  81
4902         3806452   775  77
4903         3807227   931  64
4904         3808159   936  64
4905         3809096   938  64
4906         3810035   879  68
4907         3810915   904  66
4908         3811820   808  74
4909         3812629   743  81
4910         3813372   742  81
4911         3814115   795  75
4912         3814911   932  64
4913         3815844   970  62
4914         3816815   977  61
4915         3817793   807  74
4916         3818601   764  79
4917         3819365   762  79
4918         3820128   771  78
4919         3820900   887  68
4920         3821788   870  69
4921         3822659   887  68
4922         3823547   851  71
4923         3824398   771  78
4924         3825170   750  80
4925         3825921   746  80
4926         3826668   787  76
4927         3827455   773  78
4928         3828229   811  74
4929         3829041   799  75
4930         3829841   734  82
4931         3830576   758  79
4932         3831334   758  79
4933         3832093   775  77
4934         3832869   744  81
4935         3833614   733  82
4936         3834347   789  76
4937         3835137   906  66
4938         3836044   910  66
4939         3836955   884  68
4940         3837840   865  69
4941         3838706   895  67
4942         3839602   855  70
4943         3840458   833  72
4944         3841291   803  75
4945         3842095   786  76
4946         3842882   799  75
4947         3843682   788  76
4948         3844470   795  75
4949         3845266   821  73
4950         3846088   794  76
4951         3846883   808  74
4952         3847692  1038  58
4953         3848731  1005  60
4954         3849737   954  63
4955         3850692   839  72
4956         3851532   818  73
4957         3852350   743  81
4958         3853094   756  79
4959         3853851   734  82
4960         3854585   706  85
4961         3855292   717  84
4962         3856010   723  83
4963         3856734   698  86
4964         3857432   782  77
4965         3858215   973  62
4966         3859189  1030  58
4967         3860220  1039  58
4968         3861260  1047  57
4969         3862308  1006  60
4970         3863315   961  62
4971         3864277   884  68
4972         3865162   798  75
4973         3865961   810  74
4974         3866772   900  67
4975         3867673  1023  59
4976         3868697  1025  59
4977         3869723   874  69
4978         3870598   788  76
4979         3871386   813  74
4980         3872200   892  67
4981         3873093   878  68
4982         3873972   896  67
4983         3874869   834  72
4984         3875704   838  72
4985         3876543   837  72
4986         3877380   810  74
4987         3878191   729  82
4988         3878921   721  83
4989         3879642   707  85
4990         3880350   730  82
4991         3881081   770  78
4992         3881852   870  69
4993         3882723   817  73
4994         3883541   896  67
4995         3884437   918  65
4996         3885356   893  67
4997         3886250   890  67
4998         3887141   851  71
4999         3887993   759  79
5000         3888753   778  77
5001         3889531   785  76
5002         3890317   805  75
5003         3891123   793  76
5004         3891917   807  74
5005         3892725   773  78
5006         3893498   730  82
5007         3894229   717  84
5008         3894947   751  80
5009         3895699   810  74
5010         3896509   829  72
5011         3897339   824  73
5012         3898164   780  77
5013         3898945   786  76
5014         3899732   751  80
5015         3900483   725  83
5016         3901209   691  87
5017         3901901   677  89
5018         3902578   661  91
5019         3903240   652  92
5020         3903893   646  93
5021         3904539   668  90
5022         3905208   677  89
5023         3905886   667  90
5024         3906553   657  91
5025         3907211   703  85
5026         3907915   688  87
5027         3908603   719  83
5028         3909323   786  76
5029         3910110   800  75
5030         3910911   813  74
5031         3911725   813  74
5032         3912538   805  75
5033         3913344   713  84
5034         3914058   715  84
5035         3914774   711  84
5036         3915485   715  84
5037         3916201   710  85
5038         3916912   720  83
5039         3917632   692  87
5040         3918325   696  86
5041         3919022   714  84
5042         3919736   737  81
5043         3920474   724  83
5044         3921199   724  83
5045         3921924   717  84
5046         3922641   688  87
5047         3923330   667  90
5048         3923998   674  89
5049         3924672   690  87
5050         3925363   723  83
5051         3926087   745  81
5052         3926833   801  75
5053         3927634   791  76
5054         3928426   811  74
5055         3929238   817  73
5056         3930056   786  76
5057         3930843   771  78
5058         3931614   751  80
5059         3932366   734  82
5060         3933101   712  84
5061         3933814   759  79
5062         3934573   863  70
5063         3935437   839  72
5064         3936277   859  70
5065         3937137   873  69
5066         3938011   853  70
5067         3938865   827  73
5068         3939692   781  77
5069         3940474   745  81
5070         3941220   715  84
5071         3941936   684  88
5072         3942620   687  87
5073         3943308   749  80
5074         3944058   782  77
5075         3944841   772  78
5076         3945613   782  77
5077         3946396   772  78
5078         3947169   762  79
5079         3947932   754  80
5080         3948686   785  76
5081         3949472   818  73
5082         3950291   863  70
5083         3951155   774  78
5084         3951930   736  82
5085         3952666   710  85
5086         3953377   698  86
5087         3954076   711  84
5088         3954787   703  85
5089         3955491   687  87
5090         3956179   700  86
5091         3956879   690  87
5092         3957570   665  90
5093         3958236   674  89
5094         3958910   666  90
5095         3959577   646  93
5096         3960224   650  92
5097         3960874   643  93
5098         3961518   671  89
5099         3962190   670  90
5100         3962860   664  90
5101         3963525   650  92
5102         3964176   617  97
5103         3964793   669  90
5104         3965463   687  87
5105         3966151   687  87
5106         3966838   681  88
5107         3967520   668  90
5108         3968189   656  91
5109         3968845   642  93
5110         3969488   635  94
5111         3970124   624  96
5112         3970748   617  97
5113         3971366   603 100
5114         3971969   601 100
5115         3972571   600 100
5116         3973172   594 101
5117         3973766   599 100
5118         3974366   604  99
5119         3974970   615  98
5120         3975586   695  86
5121         3976282   677  89
5122         3976959   665  90
5123         3977625   717  84
5124         3978343   805  75
5125         3979149   752  80
5126         3979902   755  79
5127         3980657   732  82
5128         3981390   725  83
5129         3982116   705  85
5130         3982821   744  81
5131         3983566   667  90
5132         3984234   645  93
5133         3984879   633  95
5134         3985513   615  98
5135         3986129   609  99
5136         3986738   608  99
5137         3987347   616  97
5138         3987963   635  94
5139         3988599   656  91
5140         3989256   663  90
5141         3989919   663  90
5142         3990583   639  94
5143         3991223   629  95
5144         3991852   625  96
5145         3992478   631  95
5146         3993110   634  95
5147         3993744   627  96
5148         3994372   627  96
5149         3994999   625  96
5150         3995625   648  93
5151         3996274   669  90
5152         3996943   643  93
5153         3997587   659  91
5154         3998247   655  92
5155         3998902   659  91
5156         3999562   652  92
5157         4000215   661  91
5158         4000876   653  92
5159         4001530   654  92
5160         4002185   647  93
5161         4002832   653  92
5162         4003486   654  92
5163         4004141   658  91
5164         4004799   655  92
5165         4005455   668  90
5166         4006124   684  88
5167         4006808   708  85
5168         4007517   701  86
5169         4008219   733  82
5170         4008953   771  78
5171         4009724   719  83
5172         4010444   700  86
5173         4011145   724  83
5174         4011869   758  79
5175         4012628   724  83
5176         4013353   709  85
5177         4014063   699  86
5178         4014762   694  86
5179         4015457   682  88
5180         4016140   660  91
5181         4016800   654  92
5182         4017455   659  91
5183         4018115   642  93
5184         4018757   645  93
5185         4019403   646  93
5186         4020049   634  95
5187         4020684   633  95
5188         4021318   644  93
5189         4021962   655  92
5190         4022618   665  90
5191         4023284   687  87
5192         4023971   701  86
5193         4024673   716  84
5194         4025390   754  80
5195         4026145   754  80
5196         4026899   752  80
5197         4027652   759  79
5198         4028412   747  80
5199         4029160   729  82
5200         4029889   735  82
5201         4030625   722  83
5202         4031348   699  86
5203         4032047   696  86
5204         4032744   688  87
5205         4033433   687  87
5206         4034121   685  88
5207         4034806   693  87
5208         4035500   691  87
5209         4036192   700  86
5210         4036892   699  86
5211         4037592   692  87
5212         4038285   694  86
5213         4038979   647  93
5214         4039627   637  94
5215         4040265   617  97
5216         4040882   598 100
5217         4041481   579 104
5218         4042060   561 107
5219         4042622   547 110
5220         4043169   542 111
5221         4043712   539 111
5222         4044251   535 112
5223         4044787   532 113
5224         4045320   524 115
5225         4045844   530 113
5226         4046375   531 113
5227         4046906   539 111
5228         4047446   565 106
5229         4048011   642  93
5230         4048654   683  88
5231         4049338   899  67
5232         4050238   889  67
5233         4051128   819  73
5234         4051947   752  80
5235         4052700   729  82
5236         4053430   793  76
5237         4054224   776  77
5238         4055000   732  82
5239         4055733   730  82
5240         4056464   696  86
5241         4057161   683  88
5242         4057844   724  83
5243         4058569   673  89
5244         4059243   648  93
5245         4059891   640  94
5246         4060532   642  93
5247         4061174   635  94
5248         4061810   650  92
5249         4062461   673  89
5250         4063134   676  89
5251         4063811   673  89
5252         4064485   661  91
5253         4065146   649  92
5254         4065796   644  93
5255         4066441   631  95
5256         4067072   613  98
5257         4067686   603 100
5258         4068290   603 100
5259         4068893   612  98
5260         4069506   653  92
5261         4070159   669  90
5262         4070829   653  92
5263         4071483   647  93
5264         4072130   646  93
5265         4072777   646  93
5266         4073424   645  93
5267         4074069   646  93
5268         4074716   648  93
5269         4075365   644  93
5270         4076009   649  92
5271         4076659   646  93
5272         4077306   646  93
5273         4077952   656  91
5274         4078609   657  91
5275         4079267   637  94
5276         4079904   625  96
5277         4080530   624  96
5278         4081154   616  97
5279         4081771   628  96
5280         4082400   632  95
5281         4083032   637  94
5282         4083670   646  93
5283         4084317   641  94
5284         4084958   641  94
5285         4085600   633  95
5286         4086233   640  94
5287         4086874   641  94
5288         4087516   646  93
5289         4088162   650  92
5290         4088813   678  88
5291         4089492   670  90
5292         4090162   664  90
5293         4090827   685  88
5294         4091513   703  85
5295         4092216   708  85
5296         4092925   716  84
5297         4093642   732  82
5298         4094375   712  84
5299         4095087   710  85
5300         4095798   671  89
5301         4096470   657  91
5302         4097127   644  93
5303         4097772   641  94
5304         4098414   646  93
5305         4099060   683  88
5306         4099744   832  72
5307         4100577   774  78
5308         4101352   860  70
5309         4102213   814  74
5310         4103027   748  80
5311         4103776   772  78
5312         4104549   710  85
5313         4105259   701  86
5314         4105961   676  89
5315         4106638   649  92
5316         4107287   645  93
5317         4107933   651  92
5318         4108585   657  91
5319         4109242   676  89
5320         4109919   676  89
5321         4110596   669  90
5322         4111265   680  88
5323         4111946   659  91
5324         4112606   651  92
5325         4113257   671  89
5326         4113929   662  91
5327         4114592   655  92
5328         4115247   647  93
5329         4115895   629  95
5330         4116525   641  94
5331         4117166   653  92
5332         4117820   658  91
5333         4118479   680  88
5334         4119159   691  87
5335         4119851   682  88
5336         4120534   657  91
5337         4121191   635  94
5338         4121827   679  88
5339         4122507   700  86
5340         4123207   701  86
5341         4123909   706  85
5342         4124616   680  88
5343         4125296   684  88
5344         4125981   684  88
5345         4126666   677  89
5346         4127344   676  89
5347         4128020   688  87
5348         4128709   688  87
5349         4129398   658  91
5350         4130056   654  92
5351         4130711   631  95
5352         4131342   609  99
5353         4131952   596 101
5354         4132549   603 100
5355         4133152   610  98
5356         4133763   610  98
5357         4134373   602 100
5358         4134976   616  97
5359         4135593   626  96
5360         4136219   622  96
5361         4136842   619  97
5362         4137462   624  96
5363         4138086   608  99
5364         4138695   628  96
5365         4139323   645  93
5366         4139969   630  95
5367         4140600   618  97
5368         4141218   628  96
5369         4141847   627  96
5370         4142475   622  96
5371         4143097   604  99
5372         4143702   597 101
5373         4144299   586 102
5374         4144886   572 105
5375         4145458   574 105
5376         4146033   560 107
5377         4146594   556 108
5378         4147150   549 109
5379         4147700   542 111
5380         4148242   547 110
5381         4148790   535 112
5382         4149325   529 113
5383         4149855   535 112
5384         4150390   538 112
5385         4150929   532 113
5386         4151461   534 112
5387         4151996   538 112
5388         4152534   531 113
5389         4153066   536 112
5390         4153603   536 112
5391         4154139   544 110
5392         4154684   532 113
5393         4155216   527 114
5394         4155744   541 111
5395         4156285   560 107
5396         4156846   567 106
5397         4157413   562 107
5398         4157976   557 108
5399         4158533   563 107
5400         4159097   565 106
5401         4159663   563 107
5402         4160226   559 107
5403         4160786   563 107
5404         4161349   568 106
5405         4161918   560 107
5406         4162478   556 108
5407         4163035   548 109
5408         4163584   553 108
5409         4164137   556 108
5410         4164694   552 109
5411         4165246   540 111
5412         4165787   544 110
5413         4166331   542 111
5414         4166874   541 111
5415         4167415   534 112
5416         4167950   531 113
5417         4168481   538 112
5418         4169020   534 112
5419         4169554   524 115
5420         4170079   533 113
5421         4170613   534 112
5422         4171147   554 108
5423         4171702   568 106
5424         4172270   563 107
5425         4172834   558 108
5426         4173392   546 110
5427         4173939   549 109
5428         4174488   548 109
5429         4175037   550 109
5430         4175587   551 109
5431         4176139   548 109
5432         4176688   558 108
5433         4177246   555 108
5434         4177802   552 109
5435         4178354   556 108
5436         4178911   563 107
5437         4179474   545 110
5438         4180020   546 110
5439         4180566   544 110
5440         4181111   546 110
5441         4181658   549 109
5442         4182207   536 112
5443         4182744   542 111
5444         4183286   542 111
5445         4188145   551 109
5446         4188696   556 108
5447         4189253   542 111
5448         4189795   542 111
5449         4190338   536 112
5450         4190874   543 110
5451         4191418   537 112
5452         4191955   531 113
5453         4192487   536 112
5454         4193024   545 110
5455         4193569   544 110
5456         4194114   539 111
5457         4194653   546 110
5458         4195200   543 110
5459         4195743   545 110
5460         4196289   540 111
5461         4196829   555 108
5462         4197385   554 108
5463         4197939   553 108
5464         4198493   554 108
5465         4199048   548 109
5466         4199596   549 109
5467         4200146   541 111
5468         4200687   533 113
5469         4201221   531 113
5470         4201752   529 113
5471         4202282   543 110
5472         4202825   541 111
5473         4203367   536 112
5474         4203903   539 111
5475         4204443   541 111
5476         4204984   536 112
5477         4205521   531 113
5478         4206053   539 111
5479         4206592   538 112
5480         4207131   533 113
5481         4207664   540 111
5482         4208205   541 111
5483         4208746   552 109
5484         4209299   545 110
5485         4209844   555 108
5486         4210400   563 107
5487         4210963   566 106
5488         4211530   565 106
5489         4212096   571 105
5490         4212667   574 105
5491         4213242   569 105
5492         4213811   574 105
5493         4214386   582 103
5494         4214968   569 105
5495         4215538   578 104
5496         4216117   581 103
5497         4216698   582 103
5498         4217281   577 104
5499         4217858   578 104
5500         4218437   584 103
5501         4219022   585 103
5502         4219607   591 102
5503         4220199   598 100
5504         4220797   584 103
5505         4221382   599 100
5506         4221982   616  97
5507         4222598   610  98
5508         4223209   616  97
5509         4223825   625  96
5510         4224451   625  96
5511         4225077   614  98
5512         4225691   634  95
5513         4226326   648  93
5514         4226975   622  96
5515         4227597   623  96
5516         4228221   615  98
5517         4228836   603 100
5518         4229440   601 100
5519         4230042   594 101
5520         4230636   599 100
5521         4231236   599 100
5522         4231835   602 100
5523         4232438   599 100
5524         4233038   606  99
5525         4233644   629  95
5526         4234274   619  97
5527         4234893   639  94
5528         4235533   643  93
5529         4236177   632  95
5530         4236809   635  94
5531         4237445   632  95
5532         4238078   619  97
5533         4238697   623  96
5534         4239321   624  96
5535         4239945   610  98
5536         4240556   611  98
5537         4241168   626  96
5538         4241794   616  97
5539         4242411   622  96
5540         4243034   643  93
5541         4243677   637  94
5542         4244315   642  93
5543         4244957   657  91
5544         4245615   641  94
5545         4246257   643  93
5546         4246900   646  93
5547         4247547   623  96
5548         4248171   627  96
5549         4248798   627  96
5550         4249426   612  98
5551         4250039   615  98
5552         4250654   631  95
5553         4251286   608  99
5554         4251894   600 100
5555         4252495   616  97
5556         4253112   610  98
5557         4253722   601 100
5558         4254324   607  99
5559         4254931   619  97
5560         4255551   604  99
5561         4256156   597 101
5562         4256753   587 102
5563         4257341   580 103
5564         4257921   579 104
5565         4258501   569 105
5566         4259070   566 106
5567         4259637   566 106
5568         4260204   565 106
5569         4260769   584 103
5570         4261354   587 102
5571         4261941   585 103
5572         4262527   593 101
5573         4263121   609  99
5574         4263730   602 100
5575         4264333   604  99
5576         4264937   621  97
5577         4265559   616  97
5578         4266176   608  99
5579         4266784   600 100
5580         4267385   586 102
5581         4267971   571 105
5582         4268543   568 106
5583         4269111   566 106
5584         4269678   579 104
5585         4270258   591 102
5586         4270849   588 102
5587         4271438   595 101
5588         4272033   595 101
5589         4272629   603 100
5590         4273233   614  98
5591         4273847   625  96
5592         4274473   618  97
5593         4275092   629  95
5594         4275721   623  96
5595         4276345   610  98
5596         4276955   599 100
5597         4277555   612  98
5598         4278168   627  96
5599         4278795   622  96
5600         4279418   611  98
5601         4280029   620  97
5602         4280650   620  97
5603         4281271   619  97
5604         4281890   620  97
5605         4282511   608  99
5606         4283119   604  99
5607         4283724   605  99
5608         4284330   597 101
5609         4284927   578 104
5610         4285506   583 103
5611         4286090   668  90
5612         4286758   696  86
5613         4287455   661  91
5614         4288117   662  91
5615         4288779   634  95
5616         4289414   602 100
5617         4290016   595 101
5618         4290612   597 101
5619         4291210   596 101
5620         4291806   615  98
5621         4292422   632  95
5622         4293054   643  93
5623         4293698   671  89
5624         4294370   680  88
5625         4295050   652  92
5626         4295703   667  90
5627         4296371   648  93
5628         4297019   632  95
5629         4297652   634  95
5630         4298287   622  96
5631         4298909   607  99
5632         4299517   590 102
5633         4300107   575 104
5634         4300683   561 107
5635         4301245   550 109
5636         4301795   546 110
5637         4302342   550 109
5638         4302892   549 109
5639         4303442   547 110
5640         4303989   554 108
5641         4304544   550 109
5642         4305094   552 109
5643         4305647   550 109
5644         4306197   555 108
5645         4306753   554 108
5646         4307308   553 108
5647         4307861   555 108
5648         4308417   553 108
5649         4308970   552 109
5650         4309523   564 106
5651         4310087   565 106
5652         4310653   564 106
5653         4311217   575 104
5654         4311793   570 105
5655         4312364   571 105
5656         4312935   571 105
5657         4313507   581 103
5658         4314088   575 104
5659         4314664   577 104
5660         4315242   579 104
5661         4315821   568 106
5662         4316390   574 105
5663         4316964   578 104
5664         4317543   571 105
5665         4318114   582 103
5666         4318697   596 101
5667         4319294   593 101
5668         4319887   585 103
5669         4320473   591 102
5670         4321064   586 102
5671         4321651   588 102
5672         4322240   598 100
5673         4322838   592 101
5674         4323431   593 101
5675         4324024   609  99
5676         4324634   603 100
5677         4325238   604  99
5678         4325842   623  96
5679         4326466   633  95
5680         4327099   629  95
5681         4327729   625  96
5682         4328355   619  97
5683         4328974   613  98
5684         4329588   621  97
5685         4330210   638  94
5686         4330848   641  94
5687         4331490   649  92
5688         4332139   647  93
5689         4332787   653  92
5690         4333441   674  89
5691         4334115   665  90
5692         4334781   650  92
5693         4335432   651  92
5694         4336083   638  94
5695         4336722   631  95
5696         4337354   628  96
5697         4337982   622  96
5698         4338605   619  97
5699         4339224   606  99
5700         4339831   595 101
5701         4340427   587 102
5702         4341014   571 105
5703         4341586   564 106
5704         4342150   565 106
5705         4342716   563 107
5706         4343279   564 106
5707         4343844   569 105
5708         4344414   569 105
5709         4344983   579 104
5710         4345563   596 101
5711         4346159   618  97
5712         4346778   625  96
5713         4347404   618  97
5714         4348022   622  96
5715         4348645   628  96
5716         4349274   630  95
5717         4349904   638  94
5718         4350543   639  94
5719         4351182   636  94
5720         4351819   645  93
5721         4352465   631  95
5722         4353096   623  96
5723         4353720   620  97
5724         4354341   627  96
5725         4354968   627  96
5726         4355596   613  98
5727         4356209   616  97
5728         4356826   621  97
5729         4357448   617  97
5730         4358065   630  95
5731         4358696   640  94
5732         4359337   642  93
5733         4359979   632  95
5734         4360612   633  95
5735         4361245   624  96
5736         4361870   612  98
5737         4362483   605  99
5738         4363088   604  99
5739         4363693   600 100
5740         4364293   597 101
5741         4364891   602 100
5742         4365494   633  95
5743         4366127   653  92
5744         4366781   694  86
5745         4367476   707  85
5746         4368183   674  89
5747         4368858   656  91
5748         4369515   645  93
5749         4370160   623  96
5750         4370784   617  97
5751         4371402   603 100
5752         4372005   590 102
5753         4372596   581 103
5754         4373177   575 104
5755         4373753   583 103
5756         4374337   618  97
5757         4374955   635  94
5758         4375591   678  88
5759         4376270   735  82
5760         4377005   668  90
5761         4377674   655  92
5762         4378330   630  95
5763         4378960   629  95
5764         4379590   617  97
5765         4380207   609  99
5766         4380817   604  99
5767         4381422   591 102
5768         4382013   577 104
5769         4382591   569 105
5770         4383160   558 108
5771         4383719   559 107
5772         4384278   560 107
5773         4384839   555 108
5774         4385394   551 109
5775         4385946   557 108
5776         4386504   547 110
5777         4387051   544 110
5778         4387596   544 110
5779         4388140   541 111
5780         4388682   537 112
5781         4389219   539 111
5782         4389759   533 113
5783         4390292   535 112
5784         4390828   539 111
5785         4391367   541 111
5786         4391909   543 110
5787         4392453   551 109
5788         4393004   554 108
5789         4393559   561 107
5790         4394120   560 107
5791         4394681   589 102
5792         4395270   594 101
5793         4395865   594 101
5794         4396460   594 101
5795         4397054   596 101
5796         4397651   575 104
5797         4398226   563 107
5798         4398790   555 108
5799         4399345   543 110
5800         4399889   536 112
5801         4400425   536 112
5802         4400962   533 113
5803         4401496   536 112
5804         4402032   541 111
5805         4402574   540 111
5806         4403114   539 111
5807         4403654   546 110
5808         4404200   548 109
5809         4404749   541 111
5810         4405290   538 112
5811         4405829   538 112
5812         4406367   533 113
5813         4406901   527 114
5814         4407428   522 115
5815         4407951   519 116
5816         4408470   517 116
5817         4408988   517 116
5818         4409505   515 117
5819         4410021   514 117
5820         4410536   518 116
5821         4411054   518 116
5822         4411573   514 117
5823         4412087   519 116
5824         4412607   516 116
5825         4413123   516 116
5826         4413640   516 116
5827         4414156   517 116
5828         4414674   517 116
5829         4415191   515 117
5830         4415707   521 115
5831         4416228   525 114
5832         4416754   524 115
5833         4417278   522 115
5834         4417801   532 113
5835         4418333   554 108
5836         4418888   582 103
5837         4419470   563 107
5838         4420034   552 109
5839         4420587   539 111
5840         4421126   531 113
5841         4421658   528 114
5842         4422186   525 114
5843         4422712   522 115
5844         4423234   524 115
5845         4423759   530 113
5846         4424289   525 114
5847         4424815   525 114
5848         4425340   524 115
5849         4425865   521 115
5850         4426386   519 116
5851         4426906   515 117
5852         4427421   514 117
5853         4427936   509 118
5854         4428445   507 118
5855         4428953   507 118
5856         4429460   500 120
5857         4429961   502 120
5858         4430463   502 120
5859         4430966   498 120
5860         4431464   498 120
5861         4431963   494 121
5862         4432457   493 122
5863         4432951   492 122
5864         4433443   490 122
5865         4433934   490 122
5866         4434424   488 123
5867         4434913   489 123
5868         4435402   487 123
5869         4435890   493 122
5870         4436383   492 122
5871         4436876   494 121
5872         4437370   495 121
5873         4437866   495 121
5874         4438361   495 121
5875         4438857   495 121
5876         4439352   495 121
5877         4439848   493 122
5878         4440341   495 121
5879         4440837   495 121
5880         4441332   492 122
5881         4441825   493 122
5882         4442318   491 122
5883         4442810   490 122
5884         4443300   491 122
5885         4443792   489 123
5886         4444281   487 123
5887         4444769   489 123
5888         4445258   489 123
5889         4445748   487 123
5890         4446235   487 123
5891         4446723   487 123
5892         4447210   483 124
5893         4447694   484 124
5894         4448178   484 124
5895         4448663   484 124
5896         4449147   481 125
5897         4449628   480 125
5898         4450109   481 125
5899         4450590   486 123
5900         4451077   488 123
5901         4451565   489 123
5902         4452055   494 121
5903         4452549   490 122
5904         4453040   491 122
5905         4453531   487 123
5906         4454019   485 124
5907         4454504   483 124
5908         4454988   482 124
5909         4455470   490 122
5910         4455961   486 123
5911         4456447   487 123
5912         4456935   482 124
5913         4457417   481 125
5914         4457899   479 125
5915         4458378   481 125
5916         4458860   480 125
5917         4459340   482 124
5918         4459823   482 124
5919         4460305   482 124
5920         4460788   482 124
5921         4461270   482 124
5922         4461753   483 124
5923         4462236   482 124
5924         4462719   484 124
5925         4463203   485 124
5926         4463689   483 124
5927         4464172   485 124
5928         4464657   485 124
5929         4465143   483 124
5930         4465626   483 124
5931         4466110   486 123
5932         4466596   485 124
5933         4467082   490 122
5934         4467572   490 122
5935         4468063   488 123
5936         4468551   497 121
5937         4469049   495 121
5938         4469544   498 120
5939         4470043   499 120
5940         4470542   497 121
5941         4471040   489 123
5942         4471529   489 123
5943         4472019   486 123
5944         4472505   486 123
5945         4472992   483 124
5946         4473475   487 123
5947         4473963   489 123
5948         4474452   485 124
5949         4474938   485 124
5950         4475423   489 123
5951         4475913   493 122
5952         4476406   495 121
5953         4476902   502 120
5954         4477404   508 118
5955         4477913   505 119
5956         4478418   507 118
5957         4478926   509 118
5958         4479435   513 117
5959         4479949   513 117
5960         4480462   508 118
5961         4480971   504 119
5962         4481475   506 119
5963         4481982   506 119
5964         4482488   507 118
5965         4482996   507 118
5966         4483503   505 119
5967         4484009   501 120
5968         4484510   505 119
5969         4485016   504 119
5970         4485520   498 120
5971         4486019   493 122
5972         4486512   490 122
5973         4487003   489 123
5974         4487492   489 123
5975         4487982   496 121
5976         4488478   504 119
5977         4488983   519 116
5978         4489502   528 114
5979         4490031   530 113
5980         4490561   539 111
5981         4491101   548 109
5982         4491649   547 110
5983         4492197   539 111
5984         4492737   545 110
5985         4493282   530 113
5986         4493813   525 114
5987         4494338   517 116
5988         4494856   515 117
5989         4495371   507 118
5990         4495879   520 115
5991         4496399   520 115
5992         4496920   526 114
5993         4497446   523 115
5994         4497970   526 114
5995         4498496   532 113
5996         4499029   527 114
5997         4499556   524 115
5998         4500081   530 113
5999         4500611   525 114
6000         4501137   521 115
6001         4501658   522 115
6002         4502181   521 115
6003         4502702   517 116
6004         4503220   520 115
6005         4503741   521 115
6006         4504262   522 115
6007         4504785   521 115
6008         4505306   529 113
6009         4505836   533 113
6010         4506369   530 113
6011         4506900   533 113
6012         4507433   542 111
6013         4507976   545 110
6014         4508521   545 110
6015         4509067   557 108
6016         4509624   564 106
6017         4510189   561 107
6018         4510751   567 106
6019         4511318   567 106
6020         4511886   558 108
6021         4512444   545 110
6022         4512990   542 111
6023         4513532   534 112
6024         4514067   529 113
6025         4514596   525 114
6026         4515122   524 115
6027         4515646   517 116
6028         4516164   516 116
6029         4516680   512 117
6030         4517193   518 116
6031         4517711   528 114
6032         4518240   535 112
6033         4518776   526 114
6034         4519302   543 110
6035         4519846   549 109
6036         4520395   540 111
6037         4520936   532 113
6038         4521468   546 110
6039         4522015   554 108
6040         4522569   552 109
6041         4523122   579 104
6042         4523702   611  98
6043         4524313   657  91
6044         4524971   716  84
6045         4525688   657  91
6046         4526345   665  90
6047         4527011   653  92
6048         4527664   620  97
6049         4528285   618  97
6050         4528904   614  98
6051         4529518   606  99
6052         4530125   598 100
6053         4530724   604  99
6054         4531328   621  97
6055         4531950   628  96
6056         4532578   632  95
6057         4533211   615  98
6058         4533827   600 100
6059         4534427   606  99
6060         4535034   609  99
6061         4535643   615  98
6062         4536259   618  97
6063         4536878   604  99
6064         4537482   596 101
6065         4538079   595 101
6066         4538674   597 101
6067         4539272   610  98
6068         4539883   606  99
6069         4540489   603 100
6070         4541093   609  99
6071         4541702   604  99
6072         4542307   602 100
6073         4542910   597 101
6074         4543507   609  99
6075         4544117   628  96
6076         4544746   623  96
6077         4545369   640  94
6078         4546010   649  92
6079         4546659   642  93
6080         4547302   642  93
6081         4547945   621  97
6082         4548566   620  97
6083         4549187   617  97
6084         4549805   616  97
6085         4550421   618  97
6086         4551040   633  95
6087         4551673   626  96
6088         4552300   600 100
6089         4552901   587 102
6090         4553488   586 102
6091         4554075   578 104
6092         4554653   565 106
6093         4555219   575 104
6094         4555795   589 102
6095         4556384   591 102
6096         4556976   597 101
6097         4557573   644  93
6098         4558218   653  92
6099         4558872   666  90
6100         4559538   698  86
6101         4560237   647  93
6102         4560885   666  90
6103         4561551   681  88
6104         4562233   650  92
6105         4562884   648  93
6106         4563532   703  85
6107         4564236   672  89
6108         4564909   642  93
6109         4565551   633  95
6110         4566185   636  94
6111         4566822   614  98
6112         4567436   613  98
6113         4568050   611  98
6114         4568661   593 101
6115         4569255   587 102
6116         4569843   587 102
6117         4570430   595 101
6118         4571026   630  95
6119         4571656   672  89
6120         4572329   646  93
6121         4572976   646  93
6122         4573622   656  91
6123         4574279   645  93
6124         4574925   637  94
6125         4575562   690  87
6126         4576253   696  86
6127         4576950   682  88
