   n  timestamp       rr   bpm
50972        38252750   797  75
50973        38253548   845  71
50974        38254393   851  71
50975        38255245   834  72
50976        38256080   889  67
50977        38256970   866  69
50978        38257837   829  72
50979        38258667   872  69
50980        38259540   832  72
50981        38260372   826  73
50982        38261199   843  71
50983        38262043   825  73
50984        38262869   808  74
50985        38263678   852  70
50986        38264531   862  70
50987        38265393   860  70
50988        38266254   889  67
50989        38267144   852  70
50990        38267997   854  70
50991        38268852   854  70
50992        38269707   803  75
50993        38270510   737  81
50994        38271248   712  84
50995        38271961   681  88
50996        38272642   658  91
50997        38273301   639  94
50998        38273941   633  95
50999        38274574   639  94
51000        38275214   657  91
51001        38275872   694  86
51002        38276566   751  80
51003        38277318   772  78
51004        38278091   805  75
51005        38278897   784  77
51006        38279682   789  76
51007        38280471   793  76
51008        38281265   801  75
51009        38282067   763  79
51010        38282831   774  78
51011        38283605   786  76
51012        38284392   762  79
51013        38285155   750  80
51014        38285906   754  80
51015        38286661   770  78
51016        38287431   786  76
51017        38288218   767  78
51018        38288986   793  76
51019        38289780   770  78
51020        38290550   752  80
51021        38291303   749  80
51022        38292053   733  82
51023        38292787   726  83
51024        38293513   707  85
51025        38294221   689  87
51026        38294911   680  88
51027        38295591   679  88
51028        38296271   701  86
51029        38296973   729  82
51030        38297702   727  83
51031        38298430   739  81
51032        38299170   750  80
51033        38299921   736  82
51034        38300657   746  80
51035        38301404   743  81
51036        38302148   731  82
51037        38302880   733  82
51038        38303613   747  80
51039        38304361   763  79
51040        38305125   748  80
51041        38305874   773  78
51042        38306647   790  76
51043        38307438   771  78
51044        38308210   788  76
51045        38308999   780  77
51046        38309780   767  78
51047        38310547   777  77
51048        38311325   769  78
51049        38312095   761  79
51050        38312857   781  77
51051        38313638   790  76
51052        38314429   802  75
51053        38315232   857  70
51054        38316090   854  70
51055        38316945   842  71
51056        38317788   847  71
51057        38318635   819  73
51058        38319455   792  76
51059        38320248   813  74
51060        38321062   798  75
51061        38321861   770  78
51062        38322631   781  77
51063        38323413   764  79
51064        38324178   753  80
51065        38324932   783  77
51066        38325716   802  75
51067        38326518   782  77
51068        38327301   835  72
51069        38328137   815  74
51070        38328953   805  75
51071        38329759   827  73
51072        38330586   797  75
51073        38331384   784  77
51074        38332169   789  76
51075        38332959   768  78
51076        38333727   759  79
51077        38334487   767  78
51078        38335255   754  80
51079        38336010   735  82
51080        38336745   736  82
51081        38337482   743  81
51082        38338226   749  80
51083        38338976   760  79
51084        38339736   786  76
51085        38340523   781  77
51086        38341305   780  77
51087        38342086   793  76
51088        38342880   784  77
51089        38343664   753  80
51090        38344418   752  80
51091        38345171   752  80
51092        38345924   743  81
51093        38346667   740  81
51094        38347408   768  78
51095        38348177   812  74
51096        38348990   834  72
51097        38349825   837  72
51098        38350662   813  74
51099        38351476   799  75
51100        38352276   806  74
51101        38353083   783  77
51102        38353867   761  79
51103        38354628   768  78
51104        38355397   772  78
51105        38356170   766  78
51106        38356937   752  80
51107        38357689   764  79
51108        38358454   756  79
51109        38359211   738  81
51110        38359950   725  83
51111        38360675   731  82
51112        38361407   754  80
51113        38362162   781  77
51114        38362944   751  80
51115        38363695   788  76
51116        38364484   780  77
51117        38365265   753  80
51118        38366019   759  79
51119        38366778   756  79
51120        38367535   758  79
51121        38368294   778  77
51122        38369073   801  75
51123        38369875   778  77
51124        38370653   793  76
51125        38371447   798  75
51126        38372246   774  78
51127        38373021   809  74
51128        38373830   783  77
51129        38374614   782  77
51130        38375397   835  72
51131        38376233   844  71
51132        38377078   801  75
51133        38377880   843  71
51134        38378723   813  74
51135        38379537   797  75
51136        38380335   819  73
51137        38381155   803  75
51138        38381959   793  76
51139        38382752   805  75
51140        38383558   801  75
51141        38384360   786  76
51142        38385147   793  76
51143        38385941   795  75
51144        38386736   769  78
51145        38387506   802  75
51146        38388309   820  73
51147        38389130   800  75
51148        38389931   835  72
51149        38390766   826  73
51150        38391593   807  74
51151        38392401   803  75
51152        38393205   789  76
51153        38393995   776  77
51154        38394771   798  75
51155        38395570   782  77
51156        38396353   778  77
51157        38397132   773  78
51158        38397905   746  80
51159        38398652   758  79
51160        38399411   782  77
51161        38400194   757  79
51162        38400952   798  75
51163        38401750   801  75
51164        38402552   779  77
51165        38403332   804  75
51166        38404137   759  79
51167        38404896   721  83
51168        38405618   714  84
51169        38406333   706  85
51170        38407040   729  82
51171        38407769   771  78
51172        38408541   773  78
51173        38409315   810  74
51174        38410126   807  74
51175        38410934   804  75
51176        38411738   831  72
51177        38412570   806  74
51178        38413377   771  78
51179        38414149   785  76
51180        38414934   739  81
51181        38415674   736  82
51182        38416411   765  78
51183        38417177   773  78
51184        38417950   766  78
51185        38418717   818  73
51186        38419536   851  71
51187        38420388   822  73
51188        38421211   870  69
51189        38422082   857  70
51190        38422940   824  73
51191        38423764   837  72
51192        38424602   815  74
51193        38425418   792  76
51194        38426211   798  75
51195        38427010   779  77
51196        38427789   766  78
51197        38428556   787  76
51198        38429344   789  76
51199        38430134   796  75
51200        38430930   803  75
51201        38431734   796  75
51202        38432531   785  76
51203        38433317   803  75
51204        38434121   778  77
51205        38434899   821  73
51206        38435721   834  72
51207        38436556   783  77
51208        38437340   825  73
51209        38438166   828  72
51210        38438994   796  75
51211        38439791   839  72
51212        38440631   826  73
51213        38441458   818  73
51214        38442277   845  71
51215        38443123   823  73
51216        38443946   831  72
51217        38444778   846  71
51218        38445625   815  74
51219        38446441   827  73
51220        38447269   833  72
51221        38448103   815  74
51222        38448918   838  72
51223        38449757   838  72
51224        38450596   831  72
51225        38451428   851  71
51226        38452280   847  71
51227        38453128   812  74
51228        38453940   850  71
51229        38454791   839  72
51230        38455631   831  72
51231        38456463   862  70
51232        38457326   854  70
51233        38458181   833  72
51234        38459015   868  69
51235        38459883   845  71
51236        38460729   828  72
51237        38461558   858  70
51238        38462417   843  71
51239        38463261   823  73
51240        38464085   844  71
51241        38464929   849  71
51242        38465779   819  73
51243        38466599   846  71
51244        38467446   843  71
51245        38468290   813  74
51246        38469104   854  70
51247        38469958   844  71
51248        38470803   837  72
51249        38471641   854  70
51250        38472496   846  71
51251        38473343   831  72
51252        38474175   854  70
51253        38475029   826  73
51254        38475856   822  73
51255        38476679   818  73
51256        38477498   814  74
51257        38478313   807  74
51258        38479121   831  72
51259        38479952   800  75
51260        38480753   807  74
51261        38481561   833  72
51262        38482395   813  74
51263        38483209   838  72
51264        38484047   834  72
51265        38484882   813  74
51266        38485696   844  71
51267        38486541   840  71
51268        38487382   813  74
51269        38488196   836  72
51270        38489032   813  74
51271        38489846   793  76
51272        38490640   816  74
51273        38491457   792  76
51274        38492250   811  74
51275        38493061   826  73
51276        38493888   810  74
51277        38494699   816  74
51278        38495516   808  74
51279        38496325   789  76
51280        38497114   824  73
51281        38497939   800  75
51282        38498740   801  75
51283        38499542   820  73
51284        38500363   798  75
51285        38501161   784  77
51286        38501946   801  75
51287        38502748   778  77
51288        38503527   791  76
51289        38504319   805  75
51290        38505124   788  76
51291        38505913   805  75
51292        38506719   807  74
51293        38507527   808  74
51294        38508336   841  71
51295        38509178   823  73
51296        38510001   795  75
51297        38510797   812  74
51298        38511610   798  75
51299        38512409   785  76
51300        38513195   799  75
51301        38513994   758  79
51302        38514753   758  79
51303        38515512   768  78
51304        38516281   766  78
51305        38517047   758  79
51306        38517806   795  75
51307        38518602   784  77
51308        38519387   773  78
51309        38520160   815  74
51310        38520976   787  76
51311        38521764   801  75
51312        38522566   796  75
51313        38523363   772  78
51314        38524135   786  76
51315        38524922   760  79
51316        38525683   746  80
51317        38526430   757  79
51318        38527187   766  78
51319        38527954   771  78
51320        38528726   816  74
51321        38529543   802  75
51322        38530346   775  77
51323        38531121   816  74
51324        38531938   802  75
51325        38532741   770  78
51326        38533512   793  76
51327        38534306   793  76
51328        38535099   783  77
51329        38535883   829  72
51330        38536713   810  74
51331        38537524   796  75
51332        38538321   804  75
51333        38539125   757  79
51334        38539883   757  79
51335        38540641   745  81
51336        38541387   732  82
51337        38542119   763  79
51338        38542883   793  76
51339        38543677   764  79
51340        38544442   776  77
51341        38545218   779  77
51342        38545998   760  79
51343        38546759   770  78
51344        38547530   768  78
51345        38548298   750  80
51346        38549049   752  80
51347        38549802   733  82
51348        38550536   733  82
51349        38551269   728  82
51350        38551998   743  81
51351        38552742   763  79
51352        38553506   747  80
51353        38554253   741  81
51354        38554995   755  79
51355        38555751   748  80
51356        38556500   744  81
51357        38557244   741  81
51358        38557986   767  78
51359        38558754   773  78
51360        38559528   777  77
51361        38560305   745  81
51362        38561051   758  79
51363        38561810   747  80
51364        38562558   708  85
51365        38563266   674  89
51366        38563941   669  90
51367        38564611   688  87
51368        38565299   734  82
51369        38566034   771  78
51370        38566806   770  78
51371        38567577   841  71
51372        38568419   824  73
51373        38569243   806  74
51374        38570050   853  70
51375        38570904   837  72
51376        38571742   812  74
51377        38572555   837  72
51378        38573393   790  76
51379        38574183   778  77
51380        38574962   801  75
51381        38575764   795  75
51382        38576560   833  72
51383        38577394   872  69
51384        38578266   832  72
51385        38579099   866  69
51386        38579966   844  71
51387        38580811   818  73
51388        38581630   855  70
51389        38582486   817  73
51390        38583303   808  74
51391        38584112   850  71
51392        38584963   787  76
51393        38585751   816  74
51394        38586568   822  73
51395        38587391   810  74
51396        38588201   851  71
51397        38589053   816  74
51398        38589870   830  72
51399        38590701   855  70
51400        38591557   827  73
51401        38592385   841  71
51402        38593226   853  70
51403        38594080   807  74
51404        38594888   881  68
51405        38595770   876  68
51406        38596647   852  70
51407        38597500   898  67
51408        38598399   877  68
51409        38599276   833  72
51410        38600110   852  70
51411        38600963   794  76
51412        38601758   788  76
51413        38602547   810  74
51414        38603357   760  79
51415        38604118   799  75
51416        38604918   817  73
51417        38605736   789  76
51418        38606526   848  71
51419        38607374   820  73
51420        38608195   819  73
51421        38609015   825  73
51422        38609841   827  73
51423        38610669   810  74
51424        38611480   830  72
51425        38612310   821  73
51426        38613132   819  73
51427        38613952   861  70
51428        38614814   839  72
51429        38615654   849  71
51430        38616504   854  70
51431        38617358   822  73
51432        38618181   837  72
51433        38619019   829  72
51434        38619849   774  78
51435        38620624   787  76
51436        38621411   806  74
51437        38622218   830  72
51438        38623049   855  70
51439        38623905   832  72
51440        38624738   772  78
51441        38625511   797  75
51442        38626308   778  77
51443        38627087   842  71
51444        38627930   851  71
51445        38628782   848  71
51446        38629631   800  75
51447        38630431   815  74
51448        38631247   813  74
51449        38632061   782  77
51450        38632844   842  71
51451        38633687   842  71
51452        38634530   822  73
51453        38635352   854  70
51454        38636207   834  72
51455        38637042   835  72
51456        38637878   865  69
51457        38638744   818  73
51458        38639563   808  74
51459        38640371   831  72
51460        38641203   803  75
51461        38642007   830  72
51462        38642838   874  69
51463        38643713   854  70
51464        38644568   895  67
51465        38645464   914  66
51466        38646378   873  69
51467        38647252   899  67
51468        38648152   884  68
51469        38649037   833  72
51470        38649871   846  71
51471        38650718   801  75
51472        38651520   797  75
51473        38652317   837  72
51474        38653155   827  73
51475        38653983   813  74
51476        38654797   852  70
51477        38655650   832  72
51478        38656482   820  73
51479        38657303   853  70
51480        38658157   807  74
51481        38658965   802  75
51482        38659768   759  79
51483        38660527   721  83
51484        38661249   731  82
51485        38661981   739  81
51486        38662721   775  77
51487        38663496   810  74
51488        38664307   812  74
51489        38665120   768  78
51490        38665889   776  77
51491        38666666   783  77
51492        38667449   768  78
51493        38668218   796  75
51494        38669015   800  75
51495        38669816   777  77
51496        38670594   811  74
51497        38671405   798  75
51498        38672204   775  77
51499        38672980   788  76
51500        38673769   784  77
51501        38674553   787  76
51502        38675341   814  74
51503        38676156   789  76
51504        38676946   800  75
51505        38677747   826  73
51506        38678574   819  73
51507        38679393   821  73
51508        38680215   828  72
51509        38681044   837  72
51510        38681882   814  74
51511        38682697   836  72
51512        38683533   791  76
51513        38684325   806  74
51514        38685132   830  72
51515        38685963   830  72
51516        38686794   808  74
51517        38687603   866  69
51518        38688469   846  71
51519        38689316   803  75
51520        38690120   827  73
51521        38690948   816  74
51522        38691765   790  76
51523        38692555   795  75
51524        38693351   784  77
51525        38694136   815  74
51526        38694952   825  73
51527        38695778   804  75
51528        38696582   829  72
51529        38697412   815  74
51530        38698228   832  72
51531        38699061   847  71
51532        38699909   810  74
51533        38700720   838  72
51534        38701558   824  73
51535        38702383   805  75
51536        38703189   798  75
51537        38703988   783  77
51538        38704772   790  76
51539        38705562   841  71
51540        38706404   853  70
51541        38707258   843  71
51542        38708102   885  68
51543        38708988   870  69
51544        38709859   837  72
51545        38710697   876  68
51546        38711573   835  72
51547        38712409   834  72
51548        38713244   879  68
51549        38714124   808  74
51550        38714933   803  75
51551        38715737   810  74
51552        38716547   781  77
51553        38717329   794  76
51554        38718124   813  74
51555        38718938   821  73
51556        38719760   810  74
51557        38720570   818  73
51558        38721389   827  73
51559        38722217   787  76
51560        38723005   821  73
51561        38723827   798  75
51562        38724625   781  77
51563        38725407   810  74
51564        38726218   822  73
51565        38727041   788  76
51566        38727830   822  73
51567        38728652   813  74
51568        38729466   784  77
51569        38730251   821  73
51570        38731073   837  72
51571        38731911   809  74
51572        38732721   853  70
51573        38733574   836  72
51574        38734411   801  75
51575        38735213   811  74
51576        38736025   779  77
51577        38736805   790  76
51578        38737595   818  73
51579        38738414   788  76
51580        38739203   796  75
51581        38740000   743  81
51582        38740743   729  82
51583        38741473   779  77
51584        38742253   822  73
51585        38743076   879  68
51586        38743956   834  72
51587        38744791   824  73
51588        38745615   825  73
51589        38746441   794  76
51590        38747236   813  74
51591        38748050   782  77
51592        38748833   773  78
51593        38749606   806  74
51594        38750413   807  74
51595        38751221   825  73
51596        38752047   888  68
51597        38752936   892  67
51598        38753829   902  67
51599        38754732   910  66
51600        38755642   847  71
51601        38756490   880  68
51602        38757371   864  69
51603        38758236   830  72
51604        38759067   868  69
51605        38759936   869  69
51606        38760806   846  71
51607        38761652   885  68
51608        38762538   862  70
51609        38763401   845  71
51610        38764247   875  69
51611        38765123   847  71
51612        38765971   823  73
51613        38766795   865  69
51614        38767660   823  73
51615        38768484   856  70
51616        38769341   847  71
51617        38770189   824  73
51618        38771014   863  70
51619        38771878   832  72
51620        38772710   852  70
51621        38773563   881  68
51622        38774445   853  70
51623        38775299   856  70
51624        38776156   840  71
51625        38776997   799  75
51626        38777796   834  72
51627        38778631   840  71
51628        38779472   845  71
51629        38780318   931  64
51630        38781250   940  64
51631        38782191   952  63
51632        38783144   908  66
51633        38784053   800  75
51634        38784853   799  75
51635        38785653   870  69
51636        38786524   884  68
51637        38787409   894  67
51638        38788304   865  69
51639        38789170   863  70
51640        38790034   829  72
51641        38790864   811  74
51642        38791675   821  73
51643        38792497   820  73
51644        38793318   764  79
51645        38794083   786  76
51646        38794870   836  72
51647        38795706   904  66
51648        38796611   892  67
51649        38797504   813  74
51650        38798318   813  74
51651        38799132   812  74
51652        38799945   797  75
51653        38800742   756  79
51654        38801499   765  78
51655        38802265   772  78
51656        38803038   781  77
51657        38803819   751  80
51658        38804571   775  77
51659        38805347   779  77
51660        38806127   812  74
51661        38806939   758  79
51662        38807698   777  77
51663        38808476   781  77
51664        38809258   784  77
51665        38810043   775  77
51666        38810818   799  75
51667        38811618   803  75
51668        38812422   777  77
51669        38813200   777  77
51670        38813977   733  82
51671        38814711   741  81
51672        38815453   720  83
51673        38816174   694  86
51674        38816868   696  86
51675        38817565   666  90
51676        38818232   646  93
51677        38818878   631  95
51678        38819510   611  98
51679        38820121   603 100
51680        38820725   593 101
51681        38821319   588 102
51682        38821907   575 104
51683        38822483   565 106
51684        38823048   575 104
51685        38823624   647  93
51686        38824272   657  91
51687        38824929   637  94
51688        38825567   604  99
51689        38826172   588 102
51690        38826760   581 103
51691        38827342   575 104
51692        38827917   579 104
51693        38828497   622  96
51694        38829120   696  86
51695        38829816   712  84
51696        38830529   662  91
51697        38831192   656  91
51698        38831849   960  63
51699        38832809   769  78
51700        38833579   758  79
51701        38834338   742  81
51702        38835081   709  85
51703        38835790   742  81
51704        38836533   743  81
51705        38837277   714  84
51706        38837991   742  81
51707        38838734   744  81
51708        38839479   731  82
51709        38840211   758  79
51710        38840969   769  78
51711        38841739   748  80
51712        38842488   728  82
51713        38843217   710  85
51714        38843927   674  89
51715        38844602   693  87
51716        38845296   683  88
51717        38845979   678  88
51718        38846658   677  89
51719        38847336   660  91
51720        38847996   657  91
51721        38848654   649  92
51722        38849304   646  93
51723        38849950   648  93
51724        38850599   649  92
51725        38851249   639  94
51726        38851888   626  96
51727        38852515   642  93
51728        38853157   619  97
51729        38853777   615  98
51730        38854393   612  98
51731        38855005   605  99
51732        38855611   614  98
51733        38856225   600 100
51734        38856826   597 101
51735        38857424   592 101
51736        38858016   606  99
51737        38858623   615  98
51738        38859239   615  98
51739        38859854   627  96
51740        38860482   638  94
51741        38861120   654  92
51742        38861775   646  93
51743        38862422   647  93
51744        38863069   656  91
51745        38863726   725  83
51746        38864452   695  86
51747        38865148   712  84
51748        38865860   751  80
51749        38866612   753  80
51750        38867366   719  83
51751        38868085   742  81
51752        38868828   700  86
51753        38869529   711  84
51754        38870241   705  85
51755        38870946   662  91
51756        38871609   687  87
51757        38872297   685  88
51758        38872982   658  91
51759        38873641   661  91
51760        38874303   674  89
51761        38874977   716  84
51762        38875694   729  82
51763        38876424   694  86
51764        38877118   698  86
51765        38877817   683  88
51766        38878501   651  92
51767        38879152   640  94
51768        38879793   615  98
51769        38880409   613  98
51770        38881022   604  99
51771        38881627   618  97
51772        38882245   628  96
51773        38882874   623  96
51774        38883498   611  98
51775        38884109   614  98
51776        38884724   623  96
51777        38885348   638  94
51778        38885986   634  95
51779        38886621   624  96
51780        38887245   620  97
51781        38887866   644  93
51782        38888511   659  91
51783        38889170   636  94
51784        38889807   621  97
51785        38890429   607  99
51786        38891036   603 100
51787        38891640   597 101
51788        38892237   594 101
51789        38892832   601 100
51790        38893691   347 173
51791        38894038   601 100
51792        38894640   613  98
51793        38895253   611  98
51794        38895865   586 102
51795        38896452   587 102
51796        38897039   583 103
51797        38897623   577 104
51798        38898200   576 104
51799        38898777   581 103
51800        38899359   594 101
51801        38899953   599 100
51802        38900553   608  99
51803        38901161   615  98
51804        38901777   618  97
51805        38902396   602 100
51806        38902998   612  98
51807        38903611   614  98
51808        38904225   603 100
51809        38904829   587 102
51810        38905417   578 104
51811        38905995   581 103
51812        38906577   591 102
51813        38907168   601 100
51814        38907770   655  92
51815        38908426   661  91
51816        38909087   622  96
51817        38909710   638  94
51818        38910349   628  96
51819        38910977   642  93
51820        38911620   610  98
51821        38912230   625  96
51822        38912856   632  95
51823        38913489   620  97
51824        38914109   630  95
51825        38914740   636  94
51826        38915377   651  92
51827        38916028   650  92
51828        38916679   621  97
51829        38917300   599 100
51830        38917900   593 101
51831        38918494   586 102
51832        38919080   581 103
51833        38919662   573 105
51834        38920235   581 103
51835        38920817   587 102
51836        38921405   604  99
51837        38922009   600 100
51838        38922610   601 100
51839        38923211   625  96
51840        38923837   634  95
51841        38924472   619  97
51842        38925091   615  98
51843        38925707   607  99
51844        38926314   604  99
51845        38926919   601 100
51846        38927521   588 102
51847        38928109   596 101
51848        38928706   622  96
51849        38929328   663  90
51850        38929992   714  84
51851        38930707   705  85
51852        38931413   707  85
51853        38932120   662  91
51854        38932783   672  89
51855        38933456   717  84
51856        38934173   713  84
51857        38934887   684  88
51858        38935572   678  88
51859        38936250   666  90
51860        38936917   665  90
51861        38937583   661  91
51862        38938244   646  93
51863        38938891   650  92
51864        38939542   643  93
51865        38940185   647  93
51866        38940833   633  95
51867        38941467   616  97
51868        38942083   621  97
51869        38942705   627  96
51870        38943332   657  91
51871        38943990   659  91
51872        38944650   721  83
51873        38945372   750  80
51874        38946123  1517  40
51875        38947641   670  90
51876        38948311   672  89
51877        38948984   644  93
51878        38949629   659  91
51879        38950288   655  92
51880        38950944   643  93
51881        38951588   643  93
51882        38952231   646  93
51883        38952878   663  90
51884        38953542   680  88
51885        38954222   671  89
51886        38954894   646  93
51887        38955541   638  94
51888        38956179   621  97
51889        38956801   622  96
51890        38957423   615  98
51891        38958039   617  97
51892        38958657   621  97
51893        38959278   619  97
51894        38959898   621  97
51895        38960520   626  96
51896        38961146   630  95
51897        38961777   644  93
51898        38962422  1362  44
51899        38963785   641  94
51900        38964426   643  93
51901        38965070   620  97
51902        38965691   625  96
51903        38966316   623  96
51904        38966940   625  96
51905        38967566   736  82
51906        38968302   781  77
51907        38969084   699  86
51908        38969784  1493  40
51909        38971277   657  91
51910        38971935   665  90
51911        38972601   668  90
51912        38973269   669  90
51913        38973939   688  87
51914        38974628   694  86
51915        38975322   684  88
51916        38976007   670  90
51917        38976678   662  91
51918        38977340   666  90
51919        38978007   653  92
51920        38978661   668  90
51921        38979329   649  92
51922        38979979   666  90
51923        38980646   655  92
51924        38981301   645  93
51925        38981947   640  94
51926        38982588   640  94
51927        38983228   625  96
51928        38983854   625  96
51929        38984479   621  97
51930        38985101   640  94
51931        38985742   655  92
51932        38986397   666  90
51933        38987064   683  88
51934        38987748   661  91
51935        38988409   667  90
51936        38989077   651  92
51937        38989729   610  98
51938        38990339   608  99
51939        38990948   594 101
51940        38991542   610  98
51941        38992153   615  98
51942        38992769   612  98
51943        38993381   596 101
51944        38993978   590 102
51945        38994568   580 103
51946        38995149   589 102
51947        38995739   581 103
51948        38996320   575 104
51949        38996896   572 105
51950        38997468   579 104
51951        38998048   580 103
51952        38998629   571 105
51953        38999200   576 104
51954        38999777   568 106
51955        39000345   575 104
51956        39000921   570 105
51957        39001491   561 107
51958        39002053   561 107
51959        39002614   560 107
51960        39003175   560 107
51961        39003736   557 108
51962        39004293   568 106
51963        39004862   562 107
51964        39005424   561 107
51965        39005986   563 107
51966        39006549   557 108
51967        39007107   560 107
51968        39007668   563 107
51969        39008231   561 107
51970        39008793   559 107
51971        39009352   557 108
51972        39009910   553 108
51973        39010463   556 108
51974        39011020   560 107
51975        39011580   566 106
51976        39012147   578 104
51977        39012726   591 102
51978        39013317   602 100
51979        39013920   603 100
51980        39014523   658  91
51981        39015182   670  90
51982        39015853   658  91
51983        39016511   661  91
51984        39017173   676  89
51985        39017850   669  90
51986        39018519   641  94
51987        39019161   642  93
51988        39019804   635  94
51989        39020439   614  98
51990        39021054   602 100
51991        39021657   604  99
51992        39022261   603 100
51993        39022865   618  97
51994        39023483   637  94
51995        39024121   758  79
51996        39024880   744  81
51997        39025625   713  84
51998        39026338   770  78
51999        39027109   733  82
52000        39027843   682  88
52001        39028525   675  89
52002        39029201   655  92
52003        39029857   627  96
52004        39030484   609  99
52005        39031094   603 100
52006        39031698   628  96
52007        39032326   640  94
52008        39032967   631  95
52009        39033598   628  96
52010        39034227   662  91
52011        39034890   687  87
52012        39035577   674  89
52013        39036252   672  89
52014        39036925   635  94
52015        39037560   626  96
52016        39038187   641  94
52017        39038829   650  92
52018        39039479   645  93
52019        39040125   635  94
52020        39040761   641  94
52021        39041402   664  90
52022        39042067   653  92
52023        39042721   635  94
52024        39043356   648  93
52025        39044005   704  85
52026        39044710   764  79
52027        39045475   844  71
52028        39046319   987  61
52029        39047307   889  67
52030        39048197   843  71
52031        39049041   762  79
52032        39049804   718  84
52033        39050522   698  86
52034        39051221   668  90
52035        39051890   697  86
52036        39052587   736  82
52037        39053324   782  77
52038        39054107   802  75
52039        39054910   738  81
52040        39055649   728  82
52041        39056377   759  79
52042        39057137   777  77
52043        39057915   753  80
52044        39058669   763  79
52045        39059432   705  85
52046        39060138   697  86
52047        39060836   693  87
52048        39061529   680  88
52049        39062210   703  85
52050        39062914   718  84
52051        39063633   837  72
52052        39064470   861  70
52053        39065332   789  76
52054        39066122   847  71
52055        39066970   772  78
52056        39067743   888  68
52057        39068632   758  79
52058        39069390   862  70
52059        39070253   737  81
52060        39070991   757  79
52061        39071749   732  82
52062        39072481   708  85
52063        39073190   692  87
52064        39073883   703  85
52065        39074586   694  86
52066        39075281   692  87
52067        39075974   659  91
52068        39076633   652  92
52069        39077286   661  91
52070        39077948   675  89
52071        39078623   714  84
52072        39079338   724  83
52073        39080063   717  84
52074        39080781   710  85
52075        39081491   731  82
52076        39082223   787  76
52077        39083011   755  79
52078        39083767   779  77
52079        39084546   755  79
52080        39085302   771  78
52081        39086074   766  78
52082        39086841   731  82
52083        39087572   756  79
52084        39088329   729  82
52085        39089059   735  82
52086        39089795   719  83
52087        39090514   721  83
52088        39091236   706  85
52089        39091943   682  88
52090        39092625   675  89
52091        39093301   647  93
52092        39093949   643  93
52093        39094592   633  95
52094        39095226   624  96
52095        39095851   621  97
52096        39096472   619  97
52097        39097092   630  95
52098        39097722   623  96
52099        39098346   635  94
52100        39098982   633  95
52101        39099615   644  93
52102        39100260   647  93
52103        39100908   691  87
52104        39101599   662  91
52105        39102262   668  90
52106        39102931   655  92
52107        39103586   644  93
52108        39104231   642  93
52109        39104874   639  94
52110        39105513   634  95
52111        39106148   623  96
52112        39106771   633  95
52113        39107405   665  90
52114        39108071   670  90
52115        39108741   679  88
52116        39109421   707  85
52117        39110129   694  86
52118        39110824   684  88
52119        39111508   677  89
52120        39112186   681  88
52121        39112868   647  93
52122        39113515   658  91
52123        39114174   630  95
52124        39114804   613  98
52125        39115418   625  96
52126        39116044   646  93
52127        39116690   670  90
52128        39117361   699  86
52129        39118061   698  86
52130        39118759   698  86
52131        39119458   701  86
52132        39120160   661  91
52133        39120821   635  94
52134        39121457   623  96
52135        39122081   619  97
52136        39122700   620  97
52137        39123321   632  95
52138        39123954   655  92
52139        39124609   668  90
52140        39125278   696  86
52141        39125975   765  78
52142        39126740   754  80
52143        39127495   734  82
52144        39128230   754  80
52145        39128985   773  78
52146        39129758   749  80
52147        39130508   729  82
52148        39131238   724  83
52149        39131963   710  85
52150        39132673   676  89
52151        39133350   673  89
52152        39134024   686  87
52153        39134710   663  90
52154        39135374   641  94
52155        39136016   634  95
52156        39136650   633  95
52157        39137284   658  91
52158        39137943   675  89
52159        39138618   632  95
52160        39139251   626  96
52161        39139877   616  97
52162        39140494   605  99
52163        39141100   613  98
52164        39141713   623  96
52165        39142337   615  98
52166        39142953   618  97
52167        39143571   637  94
52168        39144209   635  94
52169        39144844   657  91
52170        39145502   684  88
52171        39146187   671  89
52172        39146858   638  94
52173        39147497   662  91
52174        39148160   681  88
52175        39148841   708  85
52176        39149550   663  90
52177        39150214   676  89
52178        39150890   675  89
52179        39151566   686  87
52180        39152253   665  90
52181        39152918   655  92
52182        39153574   670  90
52183        39154245   689  87
52184        39154935   688  87
52185        39155623   697  86
52186        39156321   660  91
52187        39156982   667  90
52188        39157649   661  91
52189        39158311   655  92
52190        39158967   674  89
52191        39159641   687  87
52192        39160329   656  91
52193        39160986   661  91
52194        39161647   659  91
52195        39162307   654  92
52196        39162961   643  93
52197        39163605   645  93
52198        39164251   646  93
52199        39164897   667  90
52200        39165565   682  88
52201        39166248   711  84
52202        39166960   677  89
52203        39167637   672  89
52204        39168310   675  89
52205        39168986   695  86
52206        39169681   671  89
52207        39170353   654  92
52208        39171008   651  92
52209        39171659   662  91
52210        39172322   697  86
52211        39173020   717  84
52212        39173737   664  90
52213        39174402   659  91
52214        39175062   662  91
52215        39175724   688  87
52216        39176413   713  84
52217        39177127   711  84
52218        39177838   704  85
52219        39178543   724  83
52220        39179268   702  85
52221        39179970   665  90
52222        39180636   641  94
52223        39181278   630  95
52224        39181908   642  93
52225        39182551   635  94
52226        39183187   622  96
52227        39183809   634  95
52228        39184444   677  89
52229        39185122   694  86
52230        39185816   717  84
52231        39186534   722  83
52232        39187257   688  87
52233        39187945   660  91
52234        39188606   650  92
52235        39189257   616  97
52236        39189873   621  97
52237        39190495   605  99
52238        39191101   611  98
52239        39191712   628  96
52240        39192341   638  94
52241        39192979   635  94
52242        39193615   616  97
