timestamp, relative_time, heart_rate
1442325365006, 109225, 96
1442325366108, 110327, 94
1442325367097, 111316, 91
1442325368094, 112313, 91
1442325368995, 113214, 91
1442325370039, 114258, 91
1442325371087, 115306, 91
1442325372081, 116300, 91
1442325373080, 117299, 90
1442325373982, 118201, 89
1442325375077, 119296, 87
1442325376070, 120289, 85
1442325377071, 121290, 80
1442325378070, 122289, 79
1442325378997, 123216, 80
1442325380061, 124280, 80
1442325381066, 125285, 85
1442325382056, 126275, 88
1442325382960, 127179, 87
1442325383958, 128177, 82
1442325384954, 129173, 80
1442325385953, 130172, 78
1442325386949, 131168, 78
1442325387947, 132166, 79
1442325388945, 133164, 81
1442325390036, 134255, 81
1442325391041, 135260, 81
1442325391937, 136156, 79
1442325393031, 137250, 80
1442325394024, 138243, 80
1442325395023, 139242, 83
1442325395927, 140146, 84
1442325396925, 141144, 85
1442325398015, 142234, 85
1442325399012, 143231, 84
1442325400010, 144229, 84
1442325400915, 145134, 84
1442325402005, 146224, 84
1442325403007, 147226, 84
1442325403907, 148126, 84
1442325404905, 149124, 84
1442325405951, 150170, 84
1442325406900, 151119, 80
1442325407897, 152116, 80
1442325408895, 153114, 80
1442325409893, 154112, 84
1442325410983, 155202, 84
1442325411984, 156203, 86
1442325412981, 157200, 86
1442325413979, 158198, 80
1442325414879, 159098, 80
1442325415877, 160096, 74
1442325416971, 161190, 73
1442325417970, 162189, 74
1442325418865, 163084, 76
1442325419953, 164172, 76
1442325420962, 165181, 78
1442325421959, 166178, 81
1442325422954, 167173, 84
1442325423857, 168076, 87
1442325424947, 169166, 88
1442325425950, 170169, 89
1442325426850, 171069, 90
1442325427845, 172064, 92
1442325428844, 173063, 95
1442325429852, 174071, 95
1442325430841, 175060, 97
1442325431838, 176057, 97
1442325432883, 177102, 98
1442325433930, 178149, 96
1442325434922, 179141, 93
1442325435920, 180139, 94
1442325436826, 181045, 95
1442325437919, 182138, 96
1442325438817, 183036, 96
1442325439818, 184037, 95
1442325440815, 185034, 93
1442325441813, 186032, 92
1442325442810, 187029, 94
1442325443807, 188026, 95
1442325444899, 189118, 99
1442325445803, 190022, 103
1442325446839, 191058, 105
1442325447798, 192017, 106
1442325448792, 193011, 107
1442325449793, 194012, 108
1442325450889, 195108, 110
1442325451787, 196006, 107
1442325452785, 197004, 106
1442325453876, 198095, 107
1442325454780, 198999, 109
1442325455794, 200013, 112
1442325456867, 201086, 115
1442325457866, 202085, 117
1442325458862, 203081, 118
1442325459767, 203986, 120
1442325460857, 205076, 121
1442325462261, 206480, 122
1442325463355, 207574, 123
1442325464349, 208568, 124
1442325465346, 209565, 125
1442325466348, 210567, 125
1442325467316, 211535, 125
1442325468344, 212563, 124
1442325469244, 213463, 125
1442325470299, 214518, 125
1442325471240, 215459, 125
1442325472237, 216456, 126
1442325473321, 217540, 126
1442325474231, 218450, 126
1442325475230, 219449, 127
1442325476278, 220497, 128
1442325480807, 225026, 128
1442325480908, 225127, 129
1442325480978, 225197, 129
1442325481071, 225290, 130
1442325481219, 225438, 130
1442325482225, 226444, 129
1442325483220, 227439, 129
1442325484207, 228426, 128
1442325485204, 229423, 128
1442325486206, 230425, 128
1442325487204, 231423, 128
1442325488200, 232419, 129
1442325489198, 233417, 129
1442325490196, 234415, 130
1442325491189, 235408, 129
1442325492190, 236409, 130
1442325493183, 237402, 130
1442325494187, 238406, 130
1442325495183, 239402, 131
1442325496183, 240402, 131
1442325497175, 241394, 132
1442325498177, 242396, 133
1442325499174, 243393, 133
1442325500273, 244492, 134
1442325501270, 245489, 134
1442325502247, 246466, 134
1442325503161, 247380, 135
1442325504162, 248381, 134
1442325505154, 249373, 134
1442325506152, 250371, 135
1442325507149, 251368, 134
1442325510725, 254944, 134
1442325511287, 255506, 135
1442325511724, 255943, 134
1442325511985, 256204, 134
1442325512104, 256323, 134
1442325512466, 256685, 133
1442325513464, 257683, 132
1442325514465, 258684, 132
1442325515466, 259685, 132
1442325516803, 261022, 132
1442325517471, 261690, 130
1442325518449, 262668, 130
1442325519570, 263789, 129
1442325520649, 264868, 127
1442325521647, 265866, 128
1442325522645, 266864, 129
1442325523638, 267857, 130
1442325524732, 268951, 130
1442325525728, 269947, 128
1442325526726, 270945, 127
1442325527727, 271946, 128
1442325528722, 272941, 128
1442325529627, 273846, 128
1442325530735, 274954, 128
1442325531825, 276044, 128
1442325532826, 277045, 129
1442325533728, 277947, 129
1442325534804, 279023, 130
1442325535815, 280034, 131
1442325536721, 280940, 130
1442325537717, 281936, 131
1442325538770, 282989, 132
1442325539711, 283930, 132
1442325540709, 284928, 133
1442325541771, 285990, 133
1442325542769, 286988, 133
1442325543829, 288048, 133
1442325544858, 289077, 132
1442325545859, 290078, 132
1442325546852, 291071, 133
1442325547757, 291976, 134
1442325548846, 293065, 134
1442325549844, 294063, 134
1442325552448, 296667, 134
1442325552515, 296734, 135
1442325552744, 296963, 137
1442325553740, 297959, 137
1442325554741, 298960, 138
1442325555739, 299958, 139
1442325556735, 300954, 140
1442325557734, 301953, 141
1442325558732, 302951, 142
1442325559722, 303941, 143
1442325560727, 304946, 143
1442325561723, 305942, 142
1442325562720, 306939, 142
1442325563722, 307941, 141
1442325564717, 308936, 141
1442325565715, 309934, 142
1442325566739, 310958, 143
1442325567738, 311957, 142
1442325568732, 312951, 144
1442325569733, 313952, 144
1442325570837, 315056, 144
1442325571830, 316049, 145
1442325572725, 316944, 144
1442325573723, 317942, 144
1442325574820, 319039, 144
1442325575815, 320034, 143
1442325576820, 321039, 143
1442325577815, 322034, 143
1442325578818, 323037, 143
1442325579809, 324028, 142
1442325580853, 325072, 142
1442325581810, 326029, 142
1442325582801, 327020, 142
1442325583801, 328020, 143
1442325584796, 329015, 143
1442325585797, 330016, 143
1442325586787, 331006, 143
1442325587794, 332013, 143
1442325589397, 333616, 143
1442325590398, 334617, 143
1442325591403, 335622, 143
1442325592399, 336618, 143
1442325593391, 337610, 143
1442325594392, 338611, 142
1442325595397, 339616, 142
1442325596384, 340603, 142
1442325597391, 341610, 143
1442325598389, 342608, 140
1442325599391, 343610, 137
1442325600389, 344608, 136
1442325601386, 345605, 137
1442325602292, 346511, 137
1442325603287, 347506, 137
1442325604397, 348616, 137
1442325605289, 349508, 135
1442325606389, 350608, 134
1442325607388, 351607, 136
1442325608398, 352617, 135
1442325609389, 353608, 136
1442325610388, 354607, 135
1442325611395, 355614, 135
1442325612397, 356616, 132
1442325613391, 357610, 130
1442325614390, 358609, 128
1442325615396, 359615, 127
1442325616388, 360607, 127
1442325617392, 361611, 127
1442325618391, 362610, 128
1442325619397, 363616, 128
1442325620389, 364608, 127
1442325621391, 365610, 125
1442325622398, 366617, 125
1442325623290, 367509, 127
1442325624285, 368504, 129
1442325625284, 369503, 128
1442325626282, 370501, 124
1442325627279, 371498, 124
1442325628277, 372496, 112
1442325629334, 373553, 111
1442325630272, 374491, 114
1442325631268, 375487, 118
1442325632275, 376494, 124
1442325633374, 377593, 126
1442325634368, 378587, 127
1442325635369, 379588, 128
1442325636368, 380587, 128
1442325637359, 381578, 128
1442325638356, 382575, 129
1442325639360, 383579, 130
1442325640347, 384566, 130
1442325641345, 385564, 131
1442325642344, 386563, 132
1442325643344, 387563, 133
1442325644347, 388566, 132
1442325645339, 389558, 132
1442325646334, 390553, 132
1442325647340, 391559, 133
1442325648330, 392549, 132
1442325649224, 393443, 131
1442325650220, 394439, 132
1442325651330, 395549, 132
1442325652312, 396531, 132
1442325653324, 397543, 135
1442325654320, 398539, 136
1442325655308, 399527, 135
1442325656312, 400531, 130
1442325657308, 401527, 125
1442325658304, 402523, 121
1442325659306, 403525, 120
1442325660306, 404525, 120
1442325661304, 405523, 121
1442325662296, 406515, 123
1442325663301, 407520, 124
1442325664282, 408501, 126
1442325665287, 409506, 128
1442325666314, 410533, 126
1442325667181, 411400, 126
1442325668287, 412506, 126
1442325669279, 413498, 126
1442325670277, 414496, 126
1442325671272, 415491, 124
1442325672279, 416498, 121
1442325673258, 417477, 122
1442325674265, 418484, 122
1442325675155, 419374, 121
1442325676157, 420376, 121
1442325677154, 421373, 120
1442325678249, 422468, 118
1442325679154, 423373, 115
1442325680259, 424478, 115
1442325681250, 425469, 115
1442325682237, 426456, 117
1442325683302, 427521, 119
1442325684137, 428356, 120
1442325685130, 429349, 123
1442325686235, 430454, 123
1442325687238, 431457, 120
1442325688234, 432453, 114
1442325689237, 433456, 112
1442325690232, 434451, 113
1442325691118, 435337, 112
1442325692294, 436513, 111
1442325693113, 437332, 110
1442325694035, 438254, 112
1442325694111, 438330, 111
1442325694822, 439041, 113
1442325695817, 440036, 114
1442325696816, 441035, 112
1442325697819, 442038, 106
1442325698812, 443031, 103
1442325699811, 444030, 106
1442325700810, 445029, 107
1442325702486, 446705, 110
1442325705074, 449293, 112
1442325707089, 451308, 113
1442325707423, 451642, 113
1442325707525, 451744, 114
1442325707941, 452160, 115
1442325709798, 454017, 117
1442325710098, 454317, 116
1442325710481, 454700, 115
1442325711482, 455701, 117
1442325712483, 456702, 120
1442325713476, 457695, 119
1442325714973, 459192, 119
1442325718954, 463173, 117
1442325719483, 463702, 115
1442325719574, 463793, 115
1442325719665, 463884, 113
1442325720519, 464738, 113
1442325721516, 465735, 114
1442325723864, 468083, 112
1442325724525, 468744, 112
1442325724799, 469018, 113
1442325725634, 469853, 115
1442325726629, 470848, 115
1442325727627, 471846, 115
1442325728728, 472947, 116
1442325729720, 473939, 117
1442325730721, 474940, 120
1442325731613, 475832, 123
1442325732614, 476833, 124
1442325733610, 477829, 126
1442325734606, 478825, 126
1442325735604, 479823, 127
1442325736604, 480823, 128
1442325737712, 481931, 128
1442325738693, 482912, 129
1442325739697, 483916, 129
1442325740707, 484926, 130
1442325741686, 485905, 131
1442325742691, 486910, 133
1442325743587, 487806, 134
1442325744581, 488800, 134
1442325745578, 489797, 135
1442325746579, 490798, 134
1442325747675, 491894, 135
1442325748575, 492794, 136
1442325749571, 493790, 138
1442325750674, 494893, 139
1442325751670, 495889, 140
1442325752670, 496889, 140
1442325753662, 497881, 141
1442325754666, 498885, 142
1442325755664, 499883, 141
1442325756651, 500870, 143
1442325757653, 501872, 143
1442325758655, 502874, 142
1442325759640, 503859, 143
1442325760651, 504870, 144
1442325761624, 505843, 143
1442325762539, 506758, 143
1442325763536, 507755, 144
1442325764636, 508855, 144
1442325765630, 509849, 144
1442325766635, 510854, 145
1442325767634, 511853, 147
1442325768626, 512845, 148
1442325769624, 513843, 149
1442325770613, 514832, 149
1442325771627, 515846, 149
1442325772615, 516834, 149
1442325773619, 517838, 150
1442325774616, 518835, 149
1442325775608, 519827, 148
1442325776610, 520829, 148
1442325777603, 521822, 146
1442325778601, 522820, 145
1442325779596, 523815, 143
1442325780600, 524819, 141
1442325781593, 525812, 140
1442325782595, 526814, 140
1442325783585, 527804, 138
1442325784585, 528804, 138
1442325785475, 529694, 137
1442325786584, 530803, 138
1442325787582, 531801, 139
1442325788568, 532787, 140
1442325789575, 533794, 141
1442325790571, 534790, 142
1442325791575, 535794, 143
1442325792595, 536814, 144
1442325793462, 537681, 145
1442325794567, 538786, 146
1442325795557, 539776, 146
1442325796554, 540773, 146
1442325797557, 541776, 147
1442325798556, 542775, 149
1442325799558, 543777, 148
1442325800550, 544769, 148
1442325801541, 545760, 148
1442325802546, 546765, 148
1442325803542, 547761, 148
1442325804542, 548761, 148
1442325805532, 549751, 148
1442325806526, 550745, 148
1442325807524, 551743, 147
1442325808525, 552744, 147
1442325809522, 553741, 147
1442325810527, 554746, 147
1442325811525, 555744, 147
1442325812516, 556735, 146
1442325813515, 557734, 147
1442325814508, 558727, 147
1442325815504, 559723, 146
1442325816506, 560725, 146
1442325817504, 561723, 146
1442325818503, 562722, 146
1442325819495, 563714, 145
1442325820496, 564715, 145
1442325821498, 565717, 145
1442325822492, 566711, 145
1442325823488, 567707, 144
1442325824487, 568706, 143
1442325825485, 569704, 143
1442325826487, 570706, 142
1442325827475, 571694, 142
1442325828475, 572694, 142
1442325829473, 573692, 140
1442325830473, 574692, 139
1442325831468, 575687, 138
1442325832474, 576693, 138
1442325833466, 577685, 139
1442325834466, 578685, 139
1442325835458, 579677, 139
1442325836455, 580674, 138
1442325837452, 581671, 138
1442325838446, 582665, 137
1442325839449, 583668, 136
1442325840341, 584560, 137
1442325841450, 585669, 137
1442325842447, 586666, 138
1442325843436, 587655, 138
1442325844443, 588662, 139
1442325845931, 590150, 139
1442325846937, 591156, 140
1442325847927, 592146, 140
1442325848931, 593150, 141
1442325849928, 594147, 143
1442325850920, 595139, 144
1442325851919, 596138, 146
1442325852919, 597138, 148
1442325853919, 598138, 149
1442325854898, 599117, 151
1442325855914, 600133, 153
1442325856901, 601120, 155
1442325857907, 602126, 155
1442325858906, 603125, 156
1442325859898, 604117, 157
1442325860899, 605118, 157
1442325861900, 606119, 156
1442325862785, 607004, 154
1442325863786, 608005, 154
1442325864780, 608999, 153
1442325865777, 609996, 153
1442325866778, 610997, 153
1442325867874, 612093, 154
1442325868874, 613093, 155
1442325869871, 614090, 156
1442325870956, 615175, 157
1442325871869, 616088, 159
1442325872869, 617088, 160
1442325873865, 618084, 161
1442325874859, 619078, 162
1442325875854, 620073, 162
1442325876852, 621071, 163
1442325877855, 622074, 165
1442325878855, 623074, 165
1442325879848, 624067, 165
1442325880744, 624963, 165
1442325881741, 625960, 165
1442325882840, 627059, 166
1442325883834, 628053, 166
1442325884834, 629053, 166
1442325885825, 630044, 167
1442325886813, 631032, 167
1442325887825, 632044, 168
1442325888824, 633043, 169
1442325889947, 634166, 168
1442325890821, 635040, 168
1442325891822, 636041, 167
1442325892814, 637033, 166
1442325893813, 638032, 165
1442325894800, 639019, 165
1442325895806, 640025, 163
1442325896809, 641028, 161
1442325897802, 642021, 158
1442325898805, 643024, 158
1442325899801, 644020, 156
1442325900800, 645019, 156
1442325901791, 646010, 157
1442325902791, 647010, 156
1442325903786, 648005, 155
1442325904788, 649007, 156
1442325905787, 650006, 156
1442325906780, 650999, 155
1442325907768, 651987, 156
1442325908779, 652998, 156
1442325909777, 653996, 156
1442325910775, 654994, 157
1442325911772, 655991, 157
1442325912766, 656985, 156
1442325913762, 657981, 157
1442325914762, 658981, 157
1442325915757, 659976, 156
1442325916754, 660973, 155
1442325917757, 661976, 156
1442325918750, 662969, 155
1442325919747, 663966, 156
1442325920746, 664965, 156
1442325921862, 666081, 156
1442325922731, 666950, 155
1442325923737, 667956, 154
1442325924737, 668956, 153
1442325925739, 669958, 153
1442325926727, 670946, 152
1442325927728, 671947, 152
1442325928731, 672950, 153
1442325929708, 673927, 153
1442325930714, 674933, 153
1442325931715, 675934, 153
1442325932717, 676936, 155
1442325933714, 677933, 154
1442325934715, 678934, 154
1442325935711, 679930, 155
1442325936705, 680924, 155
1442325937703, 681922, 154
1442325938700, 682919, 155
1442325939698, 683917, 155
1442325940696, 684915, 154
1442325941697, 685916, 153
1442325942689, 686908, 153
1442325943690, 687909, 152
1442325944682, 688901, 153
1442325945682, 689901, 152
1442325946679, 690898, 151
1442325947677, 691896, 151
1442325948676, 692895, 152
1442325949672, 693891, 151
1442325950669, 694888, 151
1442325951666, 695885, 151
1442325952669, 696888, 152
1442325953656, 697875, 151
1442325954659, 698878, 150
1442325955657, 699876, 150
1442325956664, 700883, 149
1442325957655, 701874, 148
1442325958657, 702876, 148
1442325959653, 703872, 146
1442325960648, 704867, 146
1442325961647, 705866, 146
1442325962631, 706850, 147
1442325963637, 707856, 147
1442325964640, 708859, 147
1442325965634, 709853, 147
1442325966634, 710853, 148
1442325967627, 711846, 149
1442325968624, 712843, 149
1442325969621, 713840, 149
1442325970619, 714838, 148
1442325971616, 715835, 149
1442325972614, 716833, 149
1442325974113, 718332, 148
1442325975105, 719324, 150
1442325976111, 720330, 149
1442325977104, 721323, 149
1442325978102, 722321, 149
1442325979103, 723322, 148
1442325980102, 724321, 148
1442325981088, 725307, 150
1442325981989, 726208, 149
1442325982987, 727206, 148
1442325983983, 728202, 148
1442325984979, 729198, 147
1442325985977, 730196, 147
1442325987079, 731298, 147
1442325987975, 732194, 147
1442325988972, 733191, 147
1442325990069, 734288, 147
1442325991068, 735287, 146
1442325992063, 736282, 146
1442325993057, 737276, 146
1442325994042, 738261, 147
1442325995059, 739278, 147
1442325996055, 740274, 148
1442325997169, 741388, 150
1442325998052, 742271, 151
1442325999049, 743268, 152
1442326000044, 744263, 153
1442326001036, 745255, 153
1442326002042, 746261, 155
1442326003037, 747256, 155
1442326004037, 748256, 154
1442326005029, 749248, 155
1442326006031, 750250, 156
1442326007033, 751252, 156
1442326008026, 752245, 156
1442326009029, 753248, 158
1442326010022, 754241, 160
1442326011015, 755234, 159
1442326012021, 756240, 159
1442326013013, 757232, 159
1442326014012, 758231, 158
1442326015015, 759234, 158
1442326016011, 760230, 159
1442326017003, 761222, 159
1442326018006, 762225, 158
1442326019002, 763221, 158
1442326020000, 764219, 159
1442326020999, 765218, 160
1442326021990, 766209, 160
1442326022986, 767205, 160
1442326023985, 768204, 161
1442326024988, 769207, 162
1442326025983, 770202, 162
1442326026983, 771202, 162
1442326027972, 772191, 162
1442326028975, 773194, 163
1442326029971, 774190, 163
1442326030970, 775189, 163
1442326031970, 776189, 163
1442326032863, 777082, 164
1442326033859, 778078, 163
1442326034960, 779179, 163
1442326035953, 780172, 164
1442326036954, 781173, 165
1442326037956, 782175, 164
1442326038954, 783173, 165
1442326039945, 784164, 166
1442326040944, 785163, 166
1442326041921, 786140, 165
1442326042940, 787159, 165
1442326043938, 788157, 165
1442326044940, 789159, 165
1442326045926, 790145, 164
1442326046927, 791146, 163
1442326047925, 792144, 163
1442326048919, 793138, 163
1442326049926, 794145, 163
1442326050911, 795130, 163
1442326051917, 796136, 163
1442326052910, 797129, 164
1442326053910, 798129, 163
1442326054904, 799123, 163
1442326055905, 800124, 163
1442326056909, 801128, 163
1442326057908, 802127, 163
1442326058896, 803115, 163
1442326059888, 804107, 162
1442326060791, 805010, 162
1442326061787, 806006, 161
1442326062792, 807011, 161
1442326063786, 808005, 161
1442326064886, 809105, 161
1442326065881, 810100, 161
1442326066884, 811103, 161
1442326067997, 812216, 161
1442326068771, 812990, 161
1442326069770, 813989, 161
1442326070871, 815090, 161
1442326071871, 816090, 160
1442326072869, 817088, 161
1442326073865, 818084, 161
1442326074861, 819080, 160
1442326075858, 820077, 160
1442326076852, 821071, 159
1442326077951, 822170, 158
1442326078852, 823071, 158
1442326079846, 824065, 157
1442326080843, 825062, 158
1442326081740, 825959, 157
1442326082734, 826953, 158
1442326083836, 828055, 157
1442326084834, 829053, 158
1442326085835, 830054, 157
1442326086824, 831043, 157
1442326087806, 832025, 157
1442326088821, 833040, 156
1442326089826, 834045, 157
1442326090922, 835141, 157
1442326091814, 836033, 157
1442326092712, 836931, 157
1442326093713, 837932, 157
1442326094805, 839024, 157
1442326095803, 840022, 157
1442326096809, 841028, 158
1442326097806, 842025, 158
1442326099301, 843520, 159
1442326100795, 845014, 159
1442326101191, 845410, 159
1442326102296, 846515, 158
1442326103186, 847405, 158
1442326104182, 848401, 157
1442326105177, 849396, 157
1442326106174, 850393, 157
1442326107182, 851401, 157
1442326108275, 852494, 156
1442326109272, 853491, 155
1442326110276, 854495, 156
1442326111273, 855492, 155
1442326112266, 856485, 155
1442326113268, 857487, 155
1442326114262, 858481, 155
1442326115259, 859478, 155
1442326116253, 860472, 154
1442326117258, 861477, 155
1442326118250, 862469, 155
1442326119250, 863469, 155
1442326120245, 864464, 153
1442326121248, 865467, 153
1442326122240, 866459, 152
1442326123133, 867352, 150
1442326124133, 868352, 148
1442326125234, 869453, 148
1442326126229, 870448, 147
1442326127215, 871434, 147
1442326128227, 872446, 147
1442326129225, 873444, 147
1442326130221, 874440, 146
1442326131215, 875434, 144
1442326132208, 876427, 143
1442326133211, 877430, 144
1442326134206, 878425, 145
1442326135206, 879425, 144
1442326136205, 880424, 144
1442326137206, 881425, 143
1442326138200, 882419, 140
1442326139183, 883402, 139
1442326140199, 884418, 139
1442326141199, 885418, 138
1442326142189, 886408, 140
1442326143180, 887399, 141
1442326144190, 888409, 142
1442326145189, 889408, 141
1442326146179, 890398, 141
1442326147182, 891401, 138
1442326148180, 892399, 136
1442326149177, 893396, 135
1442326150175, 894394, 135
1442326151166, 895385, 136
1442326152160, 896379, 134
1442326153062, 897281, 132
1442326154058, 898277, 132
1442326155154, 899373, 132
1442326156156, 900375, 133
1442326157152, 901371, 134
1442326158154, 902373, 134
1442326159146, 903365, 134
1442326160146, 904365, 134
1442326161136, 905355, 131
1442326162140, 906359, 129
1442326163137, 907356, 131
1442326164133, 908352, 131
1442326165138, 909357, 133
1442326166122, 910341, 134
1442326167128, 911347, 132
1442326168128, 912347, 131
1442326169118, 913337, 131
1442326170118, 914337, 130
1442326171118, 915337, 130
1442326172120, 916339, 130
1442326173118, 917337, 129
1442326174108, 918327, 131
1442326175105, 919324, 132
1442326176105, 920324, 134
1442326177107, 921326, 135
1442326178101, 922320, 134
1442326179101, 923320, 134
1442326180099, 924318, 132
1442326181093, 925312, 129
1442326182096, 926315, 125
1442326182987, 927206, 120
1442326183983, 928202, 118
1442326185088, 929307, 118
1442326186085, 930304, 119
1442326187077, 931296, 119
1442326188077, 932296, 121
1442326189071, 933290, 123
1442326190069, 934288, 126
1442326191073, 935292, 124
1442326192127, 936346, 124
1442326193062, 937281, 122
1442326194064, 938283, 122
1442326195064, 939283, 124
1442326196059, 940278, 124
1442326197053, 941272, 125
1442326198048, 942267, 125
1442326199046, 943265, 124
1442326200053, 944272, 124
1442326201042, 945261, 124
1442326202042, 946261, 125
1442326203038, 947257, 124
1442326204026, 948245, 124
1442326205032, 949251, 123
1442326206032, 950251, 121
1442326207033, 951252, 120
1442326208030, 952249, 115
1442326209023, 953242, 114
1442326210012, 954231, 115
1442326211016, 955235, 113
1442326212021, 956240, 108
1442326212912, 957131, 107
1442326213914, 958133, 105
1442326215013, 959232, 105
1442326216012, 960231, 108
1442326217009, 961228, 108
1442326218001, 962220, 108
1442326219002, 963221, 109
1442326219991, 964210, 111
1442326220993, 965212, 109
1442326222086, 966305, 105
1442326222885, 967104, 105
1442326223883, 968102, 98
1442326225481, 969700, 93
1442326226373, 970592, 94
1442326227375, 971594, 100
1442326228474, 972693, 103
1442326229371, 973590, 104
1442326230367, 974586, 103
1442326231463, 975682, 104
1442326232463, 976682, 106
1442326233459, 977678, 109
1442326234463, 978682, 112
1442326235455, 979674, 113
1442326236458, 980677, 114
1442326238447, 982666, 116
1442326239453, 983672, 115
1442326239843, 984062, 113
1442326240340, 984559, 112
1442326241441, 985660, 107
1442326242439, 986658, 103
1442326243834, 988053, 101
1442326244328, 988547, 101
1442326245434, 989653, 101
1442326246434, 990653, 103
1442326247432, 991651, 104
1442326248426, 992645, 106
1442326249423, 993642, 107
1442326250420, 994639, 104
1442326251421, 995640, 103
1442326252418, 996637, 103
1442326253415, 997634, 106
1442326254907, 999126, 107
1442326255304, 999523, 109
1442326256406, 1000625, 108
1442326257407, 1001626, 105
1442326258395, 1002614, 103
1442326259392, 1003611, 104
1442326260393, 1004612, 104
1442326261391, 1005610, 104
1442326262389, 1006608, 105
1442326263392, 1007611, 106
1442326264389, 1008608, 107
1442326265380, 1009599, 107
1442326266378, 1010597, 106
1442326267374, 1011593, 101
1442326268370, 1012589, 100
1442326269376, 1013595, 98
1442326270374, 1014593, 98
1442326271374, 1015593, 99
1442326272359, 1016578, 101
1442326273260, 1017479, 103
1442326274252, 1018471, 102
1442326275255, 1019474, 103
1442326276249, 1020468, 103
1442326277246, 1021465, 104
1442326278248, 1022467, 105
1442326279352, 1023571, 104
1442326280342, 1024561, 103
1442326281339, 1025558, 103
1442326282340, 1026559, 101
1442326283336, 1027555, 100
1442326284233, 1028452, 101
1442326285229, 1029448, 102
1442326286327, 1030546, 103
1442326287332, 1031551, 105
1442326288326, 1032545, 105
1442326289330, 1033549, 104
1442326290312, 1034531, 102
1442326291224, 1035443, 101
1442326292208, 1036427, 99
1442326294752, 1038971, 101
1442326295385, 1039604, 102
1442326295565, 1039784, 101
1442326296054, 1040273, 100
1442326297058, 1041277, 98
1442326298046, 1042265, 97
1442326299045, 1043264, 97
1442326300046, 1044265, 96
1442326301039, 1045258, 94
1442326302043, 1046262, 89
1442326303043, 1047262, 86
1442326306262, 1050481, 85
1442326306485, 1050704, 86
1442326306893, 1051112, 88
1442326307362, 1051581, 89
1442326308357, 1052576, 90
1442326309350, 1053569, 89
1442326310346, 1054565, 86
1442326311347, 1055566, 85
1442326312342, 1056561, 86
1442326313342, 1057561, 87
1442326314338, 1058557, 85
1442326315338, 1059557, 84
1442326316330, 1060549, 83
1442326317327, 1061546, 80
1442326318325, 1062544, 81
1442326319322, 1063541, 84
1442326320321, 1064540, 87
1442326321316, 1065535, 88
1442326322313, 1066532, 83
1442326323314, 1067533, 80
1442326324074, 1068293, 80
1442326328091, 1072310, 78
