timestamp, relative_time, avnn, sdnn, rmssd, pnn50, lf, hf, lfhf
1442312848728, 29547, 1064,62, 62,33, 55,91, 42,11, 0,03, 0,049435, 0,617695
1442312879579, 60398, 1048,06, 92,78, 71,12, 48,94, 0,10, 0,127668, 0,796327
1442312908728, 89547, 1050,59, 87,20, 65,61, 42,42, 0,06, 0,066321, 0,877432
1442312938737, 119556, 1118,78, 40,33, 62,29, 50,00, 0,00, 0,000000, 0,000000
1442312968945, 149764, 1025,81, 58,09, 55,95, 40,00, 0,06, 0,035669, 1,635027
1442312998878, 179697, 1052,43, 90,68, 74,84, 44,07, 0,14, 0,128356, 1,097039
1442313028823, 209642, 1043,65, 88,58, 80,47, 48,00, 0,10, 0,042858, 2,386501
1442313058876, 239695, 632,92, 327,37, 258,78, 63,64, 0,00, 0,000000, 0,000000
