timestamp, relative_time, rr_sincestart, rr
1442312819181, 0, 1092, 1092
1442312819401, 220, 2201, 1109
1442312819920, 739, 3285, 1084
1442312820998, 1817, 4378, 1093
1442312821367, 2186, 5539, 1161
1442312821701, 2520, 6660, 1121
1442312822713, 3532, 7718, 1058
1442312823198, 4017, 8879, 1161
1442312824962, 5781, 9961, 1082
1442312825488, 6307, 11065, 1104
1442312825705, 6524, 12243, 1178
1442312827024, 7843, 13305, 1062
1442312827581, 8400, 14468, 1163
1442312828781, 9600, 15631, 1163
1442312829392, 10211, 16696, 1065
1442312830469, 11288, 17824, 1128
1442312830612, 11431, 18936, 1112
1442312831129, 11948, 19992, 1056
1442312832251, 13070, 21084, 1092
1442312832793, 13612, 22163, 1079
1442312833585, 14404, 23231, 1068
1442312834522, 15341, 24347, 1116
1442312834634, 15453, 25391, 1044
1442312835749, 16568, 26437, 1046
1442312836308, 17127, 27413, 976
1442312836308, 17127, 28399, 986
1442312837946, 18765, 29445, 1046
1442312839283, 20102, 30490, 1045
1442312839830, 20649, 31503, 1013
1442312841143, 21962, 32538, 1035
1442312841775, 22594, 33635, 1097
1442312842802, 23621, 34644, 1009
1442312843177, 23996, 35679, 1035
1442312843716, 24535, 36733, 1054
1442312844981, 25800, 37693, 960
1442312844981, 25800, 38642, 949
1442312845659, 26478, 39606, 964
1442312846856, 27675, 40564, 958
1442312847464, 28283, 41520, 956
1442312848714, 29533, 42501, 981
1442312849064, 29883, 43517, 1016
1442312849503, 30322, 44499, 982
1442312850842, 31661, 45549, 1050
1442312851431, 32250, 46562, 1013
1442312852734, 33553, 47491, 929
1442312853844, 34663, 48484, 993
1442312854731, 35550, 49396, 912
1442312855383, 36202, 50401, 1005
1442312856745, 37564, 51446, 1045
1442312857071, 37890, 52407, 961
1442312857419, 38238, 53438, 1031
1442312858440, 39259, 54454, 1016
1442312859040, 39859, 55477, 1023
1442312859807, 40626, 56420, 943
1442312859871, 40690, 57379, 959
1442312859976, 40795, 58336, 957
1442312860034, 40853, 59223, 887
1442312860034, 40853, 60161, 938
1442312860116, 40935, 61117, 956
1442312860210, 41029, 61954, 837
1442312860297, 41116, 62774, 820
1442312860414, 41233, 63623, 849
1442312860480, 41299, 64492, 869
1442312860551, 41370, 65413, 921
1442312860551, 41370, 66305, 892
1442312860621, 41440, 67273, 968
1442312860693, 41512, 68246, 973
1442312860752, 41571, 69104, 858
1442312860829, 41648, 69924, 820
1442312860888, 41707, 70861, 937
1442312860961, 41780, 71947, 1086
1442312861033, 41852, 73046, 1099
1442312861083, 41902, 74151, 1105
1442312861148, 41967, 75314, 1163
1442312861202, 42021, 76429, 1115
1442312861296, 42115, 77566, 1137
1442312861758, 42577, 78720, 1154
1442312861941, 42760, 79837, 1117
1442312862186, 43005, 81019, 1182
1442312862314, 43133, 81990, 971
1442312862482, 43301, 82977, 987
1442312862600, 43419, 83969, 992
1442312862702, 43521, 85121, 1152
1442312862761, 43580, 86233, 1112
1442312862951, 43770, 87285, 1052
1442312863066, 43885, 88474, 1189
1442312863235, 44054, 89662, 1188
1442312863426, 44245, 90775, 1113
1442312863570, 44389, 91920, 1145
1442312863662, 44481, 93006, 1086
1442312863890, 44709, 94119, 1113
1442312864671, 45490, 95255, 1136
1442312865074, 45893, 96302, 1047
1442312865227, 46046, 97457, 1155
1442312865409, 46228, 98618, 1161
1442312865479, 46298, 99749, 1131
1442312865592, 46411, 100961, 1212
1442312865675, 46494, 102072, 1111
1442312865761, 46580, 103222, 1150
1442312865856, 46675, 104378, 1156
1442312865856, 46675, 105314, 936
1442312865989, 46808, 106361, 1047
1442312866072, 46891, 107518, 1157
1442312866164, 46983, 108663, 1145
1442312866258, 47077, 109776, 1113
1442312866339, 47158, 110765, 989
1442312866416, 47235, 111766, 1001
1442312866517, 47336, 112857, 1091
1442312866582, 47401, 113967, 1110
1442312866669, 47488, 115046, 1079
1442312866739, 47558, 116213, 1167
1442312866841, 47660, 117312, 1099
1442312866896, 47715, 118337, 1025
1442312866981, 47800, 119453, 1116
1442312867083, 47902, 120578, 1125
1442312867149, 47968, 121650, 1072
1442312867439, 48258, 122776, 1126
1442312867440, 48259, 128083, 1086
1442312867605, 48424, 129241, 1158
1442312867621, 48440, 123841, 1065
1442312867736, 48555, 124922, 1081
1442312867811, 48630, 125998, 1076
1442312867913, 48732, 126997, 999
1442312868007, 48826, 130293, 1052
1442312868213, 49032, 131406, 1113
1442312868341, 49160, 132540, 1134
1442312868481, 49300, 133621, 1081
1442312868784, 49603, 134712, 1091
1442312868902, 49721, 135770, 1058
1442312870907, 51726, 136811, 1041
1442312873000, 53819, 137876, 1065
1442312878551, 59370, 138959, 1083
1442312878916, 59735, 140017, 1058
1442312879385, 60204, 141086, 1069
1442312880551, 61370, 142071, 985
1442312881228, 62047, 143131, 1060
1442312882188, 63007, 144140, 1009
1442312882727, 63546, 145201, 1061
1442312883410, 64229, 146253, 1052
1442312884329, 65148, 147289, 1036
1442312884783, 65602, 148256, 967
1442312885298, 66117, 149196, 940
1442312885628, 66447, 150156, 960
1442312885952, 66771, 151176, 1020
1442312886381, 67200, 152184, 1008
1442312887803, 68622, 153159, 975
1442312887887, 68706, 154001, 842
1442312888010, 68829, 154885, 884
1442312888111, 68930, 155802, 917
1442312888193, 69012, 156814, 1012
1442312888291, 69110, 157870, 1056
1442312888450, 69269, 158917, 1047
1442312888570, 69389, 159945, 1028
1442312888647, 69466, 161050, 1105
1442312889026, 69845, 162169, 1119
1442312889138, 69957, 163304, 1135
1442312889786, 70605, 164418, 1114
1442312890778, 71597, 165517, 1099
1442312891861, 72680, 166588, 1071
1442312892778, 73597, 167607, 1019
1442312893776, 74595, 168748, 1141
1442312894769, 75588, 169927, 1179
1442312896766, 77585, 170965, 1038
1442312897761, 78580, 172170, 1205
1442312899254, 80073, 173383, 1213
1442312903779, 84598, 174537, 1154
1442312904175, 84994, 175708, 1171
1442312906890, 87709, 176806, 1098
1442312913887, 94706, 177911, 1105
1442312915274, 96093, 178942, 1031
1442312917120, 97939, 180045, 1103
1442312923691, 104510, 181229, 1184
1442312924905, 105724, 182333, 1104
1442312925416, 106235, 183475, 1142
1442312928345, 109164, 184606, 1131
1442312928599, 109418, 185720, 1114
1442312933892, 114711, 186875, 1155
1442312941987, 122806, 187998, 1123
1442312946860, 127679, 189060, 1062
1442312946969, 127788, 190099, 1039
1442312954785, 135604, 191109, 1010
1442312957164, 137983, 192174, 1065
1442312958615, 139434, 193233, 1059
1442312958769, 139588, 194284, 1051
1442312959506, 140325, 195360, 1076
1442312959678, 140497, 196445, 1085
1442312961013, 141832, 197473, 1028
1442312962966, 143785, 198499, 1026
1442312963389, 144208, 199421, 922
1442312964010, 144829, 200354, 933
1442312964134, 144953, 201337, 983
1442312965209, 146028, 202249, 912
1442312965801, 146620, 203210, 961
1442312965895, 146714, 204238, 1028
1442312966949, 147768, 205291, 1053
1442312967496, 148315, 206251, 960
1442312968319, 149138, 207320, 1069
1442312968697, 149516, 208417, 1097
1442312969237, 150056, 209416, 999
1442312970378, 151197, 210490, 1074
1442312970971, 151790, 211617, 1127
1442312971101, 151920, 212726, 1109
1442312972333, 153152, 213741, 1015
1442312972937, 153756, 214823, 1082
1442312974317, 155136, 215943, 1120
1442312974869, 155688, 217081, 1138
1442312975078, 155897, 218235, 1154
1442312976082, 156901, 219390, 1155
1442312976715, 157534, 220402, 1012
1442312978072, 158891, 221521, 1119
1442312978496, 159315, 222644, 1123
1442312979487, 160306, 223786, 1142
1442312979784, 160603, 224919, 1133
1442312980357, 161176, 225974, 1055
1442312981397, 162216, 226889, 915
1442312981897, 162716, 227846, 957
1442312982935, 163754, 228868, 1022
1442312983405, 164224, 229942, 1074
1442312983731, 164550, 230931, 989
1442312984016, 164835, 232092, 1161
1442312985007, 165826, 233275, 1183
1442312985074, 165893, 234463, 1188
1442312985132, 165951, 235636, 1173
1442312985186, 166005, 236771, 1135
1442312985251, 166070, 237850, 1079
1442312985359, 166178, 238961, 1111
1442312985416, 166235, 240093, 1132
1442312985491, 166310, 241171, 1078
1442312985549, 166368, 242218, 1047
1442312985632, 166451, 243104, 886
1442312985632, 166451, 243922, 818
1442312985713, 166532, 244835, 913
1442312986004, 166823, 246010, 1175
1442312986064, 166883, 247202, 1192
1442312986145, 166964, 248390, 1188
1442312986213, 167032, 249432, 1042
1442312986290, 167109, 250491, 1059
1442312986408, 167227, 251513, 1022
1442312986517, 167336, 252527, 1014
1442312986582, 167401, 253530, 1003
1442312986668, 167487, 254487, 957
1442312986751, 167570, 255387, 900
1442312986880, 167699, 256328, 941
1442312986975, 167794, 257343, 1015
1442312987103, 167922, 258388, 1045
